아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
V0xQLJhK,상위 20%,24.10.20,기본ver.,그레이(FREE),생각보다 커요,아주 만족해요,화면과 비슷해요,159cm,54kg,상의 66,출근룩으로 휘뚤마뚤 안에 흰티 레이어드 해서 입으면 더 이쁠 것 같아요 ‘ㅜ 완전 기본템이애요 사이즈도 넉넉하고 대신에 첨입으면 안에 흰색 먼지실밥이 많아효
O36yLonr,상위 5%,24.05.30,기본ver.,그레이(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,155cm,49kg,상의 55,"시보리 흐물흐물? 아니구 적당히 힘있구여 
배송 주문하고 바로 다음날 왔습니다
 몸매 커버 잘되구여 적당한 브이넥에 코디처럼 흰티 받쳐입으니 더 귀엽습니다 
가슴에 자수 아주 짱짱합니다"
Gmrv3MkS,상위 5%,24.02.19,기본ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,54kg,상의 55,핏이 예뻐요!! 브이넥이라 너무 후리하지 않고 살~짝 신경쓴 느낌ㅋㅋ 시보리가 쫀쫀해서 바지 안에 안넣어입어도 알아서 고정되어 좋아요!! 안쪽에 실밥이 엄청 길게 남아있어서 살짝 당황했는데 잘라내고 입으려구요 ㅎㅎ 두께는 얇은편인것같아서 좀 더 따뜻해지면 입어야겠어요! 다음엔 기모버전도 구매해보려구요 ㅎㅎ
MsChoi,상위 30%,25.01.10,기본ver.,그레이(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,152cm,52kg,상의 55,"색상 만족, 브이넥 맨투맨 이라서 구매했음.
빨고 건조했을때도 목늘어남.안보임
기장은 152기준 딸랑거려서 안에
셔츠입고 입으려면 셔츠도 크롭 사이즈랑 매치해야함..
기장이 좀 다소 아쉬운...?? 사진으로는 생각보다 크롭같지않은 풍댕한 느낌이라면
실제 받은 옷은 달랑?..댕강 느낌ㅋㅋㅋ 오버핏 맨투맨 짤라 놓은 기장임ㅋㅋㅋ"
obyu61IB,상위 15%,24.12.25,기본ver.,그레이(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,53kg,상의 44,육아하느라 가볍게 츄리닝에도 휘뚜루마뚜루 입을 옷이 필요해서 기모없는걸로 주문했는데 키 165에 어깨 넓은 저한테도 핏이 넘 예쁘구 편해요 :)
6Eeg0aTm,상위 30%,24.12.18,기모ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,166cm,57kg,상의 55,"이 가격에 이퀄리티라니~ 
기모도 적당하고 화면 그대로
색상이예요. 핏도 작지도 크지도않은
요즘 맨투맨도 살짝 크롭인반면
이 제품은 길이감도 있어서 효율성이
더 좋네요. 휘뚜루마뚜루~~~"
mjgk***,상위 25%,24.12.16,기본ver.,블랙(FREE),정사이즈예요,아주 만족해요,화면보다 어두워요,157cm,59kg,상의 66,단독으로도 안에 이너 입어도 만족스러워요. 핏이 예쁩니다. 어깨라인도 그렇고 부해보이지 않아서 너무 만족해요. 겨울에는 이너랑 입고 봄가을에 단독으로 입으면 될 거 같아요
yLq0r4m4,상위 30%,24.12.05,기본ver.,블랙(FREE),정사이즈예요,보통이에요,화면과 비슷해요,155cm,53kg,,이 맨투맨 인기 많아서 사봤는데 생각보다는 거친? 느낌이었어요! 좀만 덜 도톰하고 더 부드러웠으몀 좋겠지만... ㅎㅎ 무난한 블랙이라 회사에서 입기에도 괜찮을거같아서 나름 만족합니다!
jiho******,상위 10%,24.12.04,기모ver.,블랙(FREE),생각보다 커요,보통이에요,화면과 비슷해요,171cm,54kg,상의 55,"그레이 구매했다가 블랙 추가 구매했어요:)
블랙은 아무래도 먼지가 좀 잘 붙을 것 같아서 걱정인데 디자인은 맘에 들어요.
품은 생각보다 크고 어깨선도 내려와있어서 어깨는 좀 넓어보이네욤"
Kc9v3I3K,,24.11.29,기본ver.,그레이(FREE),정사이즈예요,보통이에요,화면과 비슷해요,157cm,59kg,상의 66,핏두 이쁘고요 옷 디자인엔 만졷하는데ㅠㅠ 저거 한번 세탁하고 입은거거든요ㅠㅠㅠ 새로산 바지까지 싹다 세탁기에 같이돌린 검정빨래 전부 저지경되서 눈물 좔좔흘림…아토피잇는데 팔에 저렇게 먼지 덕지덕지 붙어서 아토피 또 올라옴ㅠ 신경좀 써주셧으면 조케떠요…
pDdkxkWr,상위 20%,24.11.08,기모ver.,그레이(FREE),정사이즈예요,보통이에요,화면과 비슷해요,168cm,52kg,상의 55,"안에 흰티랑 레이어드해서 입으려고 구매했어요

위에는 작은 맨투맨이 아니라 넉넉한데
밑단은 많이 길지 짧지도 않아서
딱 좋아요 ㅎㅎ 만족!

건조기 돌렸는데 기모때문에 먼지 한웅큼 나왔어요 ㅎㅎㅎ"
qMpTuBNc,상위 20%,24.11.07,기본ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,171cm,54kg,상의 55,퀄리티도 좋고 색감조 너무 이쁘고 출근룩으로 딱인데ㅠㅠ (171에 54kg) 팔이 조금 짧은 감이 있어서 다소 아쉬워요 저랑 체형이 비슷하시고 팔이 좀 긴데 짧은 소매길이를 싫어하신다하시면 고민해보시고 사세요ㅠㅠ 저는 색감이 넘 이뻐서 참고 입을렵니당…
xq7PsExs,상위 5%,24.11.04,기모ver.,오트밀(FREE),정사이즈예요,보통이에요,화면과 비슷해요,159cm,48kg,상의 55,"무난무난합니당 스카에서 막 입을 용으로 샀어요!
기모 들은 걸로 구매했는데 부들부들해서 좋아요
그대신 안에 이너 입으면 털이 다 달라붙어요 ...
블랙도 구매했는데 블랙은 먼지가 엄청 달라붙는 재질이니 참고하세요"
MgIbbwgw,상위 20%,24.10.30,기본ver.,그레이(FREE),생각보다 커요,아주 만족해요,화면과 비슷해요,153cm,49kg,상의 55,매번 라운드형식의 맨투맨만 입다가 로고 포인트도 이쁘고 편하게 입을수있을것같아서 브이넥으로 첫도전해봤어요 ㅎㅎㅎ 팔부분이 생각버다 조금 펑퍼짐하긴한데 소매와 허리부분의 시보리 마감이 짱짱한 편이라 괜찮네요. 레이어드해서 입을거라 얇은걸로샀는데 요즘날씨에 딱이에요!
auna****,상위 15%,24.10.28,기본ver.,오트밀(FREE),생각보다 커요,보통이에요,화면과 비슷해요,168cm,55kg,상의 55,"데일리템입니다.
오트밀 색으로 샀는데 딱 차분한 그 색이고, 재질은 가을 재질이라 지금 사서 입으면 적당해요.
누가 입든 무난무난하게 다 입으실 것 같습니다.
배달은 예정일 맞춰 도착했어요."
ZBFJCM66,,24.02.15,기본ver.,오트밀(FREE),정사이즈예요,화면과 비슷해요,,177cm,65kg,상의 55,봄에 입기 좋은 얇은 맨투맨인데 브이넥 되게 예뻐요ㅎㅎ 세미 크롭이라는데 저 저거 바지에 약간 넣어 입은 거고 176인데도 길이 저정도 옵니다! 팔은 저한테 좀 많이 짧은 편인데.. 저정도로 약간 걷어 입으면 편하고 예뻐서 만족합니다
충격과공복,,24.01.02,기모ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,172cm,62kg,상의 55,"휘뚜루 마뚜루 캐주얼룩으로 입고 너무 편하고 좋습니다
브이넥 기모 상의가 너무 심플하거나 딱 붙는 것 밖에 없었는데 맨투맨으로 입기 너무 좋아요!
아쉬운 부분은 한 번 빨고 건조기 돌려서인지 좀 줄어들어있네요ㅠㅠ 앞으로는 건조기 돌리지 말아야겠어요ㅠㅠ"
M3TEu6Nu,상위 10%,25.01.02,기모ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,46kg,상의 44,정말 너무 마음에 들어요ㅜㅜ 마른 편이지만 어깨가 넓은 편이라 평소에 멘투맨 입으면 너무 덩치가 있어 보여서 잘 안 입는데 이 옷은 달라요. 완전 여리해 보여서 좋아요. 목 부분이 v자로 꽤 많이 파여있어서 신경쓰이기는 한데 답답해 보이지 않기는 해서 단점이자 장점인 것같아요. 더 구매하고 싶고 계속 입을 것같아용!
은디띠,상위 20%,24.10.11,기본ver.,그레이(FREE),정사이즈예요,보통이에요,화면과 비슷해요,163cm,51kg,상의 55,오버핏 좋아하는데 어떤 브이넥 맨투맨을 사도 다 기장 짧고 소매도 댕강 하더라구요ㅠㅠ 근데 이건 성공 햇음 !! 제가 팔이 긴 건지 소매가 조금만 더 손등을 덮었으면 더 좋앗겟지만 이정도면 만족해요! 두께는 생각보다 얇아요
rJSZvCB3,상위 10%,24.10.11,기본ver.,오트밀(FREE),정사이즈예요,보통이에요,화면과 비슷해요,161cm,51kg,상의 55,"옷 진짜 너무 깔끔하고 예뻐요!
지금 날씨에 입기 좋고 색은 화면과 동일합니다 ㅎㅎ
너무 잘입을거같아요🫶🏻
편하고 짱짱해서 좋아요! 상체 마른 편인데 적당하게 핏 나와서 마음에 들어요!
구매 완전 추천합니다 ㅎㅎ"
shgu******,상위 5%,24.10.03,기모ver.,오트밀(FREE),생각보다 커요,아주 만족해요,화면과 비슷해요,164cm,57kg,상의 55,"갑자기 추워진 날씨에 빠르게 꺼내입었습니다! 적당한 두께감과 보드라운 촉감 베리굿>.<ㅎㅎ
색상도 화면이랑 똑같고 항상 라운드 맨투맨만 입어보다가 브이넥 입어봤는데 너무 답답한 느낌을 주지 않아서 좋네용! 다만 약간 부해보일 수 있어요! 이 점빼고는 만족합니다!!!"
riP6aT6z,상위 15%,24.09.29,기본ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,54kg,상의 66,"후기 많은 이유가 있네요 여리여리핏 최고 완전 예뻐요! 브이넥 맨투맨은 처음 입어 보는데 확실히 일반 라운드넥보다 트레이닝복 느낌이 덜해서 이곳저곳 매치하기 너무 좋을것같아요 
파임 정도도 적당하고 기장도 딱 좋습니다 원래 맨투맨이나 후드는 무지만 사는데 요건 로고도 적당히 포인트 되고 예뻐요"
LQ0bvHD1,상위 10%,24.09.24,기본ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,59kg,상의 55,"브이넥이 너무 맘에 들어요🫶🏻 끝 밴딩이 힘이 있는 게 아니라서 모양잡기 어렵고, 아무래도 가오리핏 맨투맨이다보니 과체중 이상은 더 부해보일 수 있다는 단점이 있긴 한데 전 휘뚜루마뚜루 학교 다닐 때 입을거라 만족해요! 좀 더 쌀쌀해지면 자주 입을 것 같아요~!"
DfFMXwRS,,24.09.18,기본ver.,그레이(FREE),생각보다 커요,보통이에요,화면과 비슷해요,161cm,55kg,상의 55,"생각보다 넉넉해서 안에 받쳐입고 입기 좋았어요!
여행지가 바람많이 부는 선선한 날씨였는데, 안에 반발입고 입으니 춥지않고 딱이었습니다.
허리를 딱 잡아주지는 않아서 살짝 부해보일 수 있을 거 같아요!"
pxIBwHNf,,24.08.15,기본ver.,오트밀(FREE),생각보다 커요,아주 만족해요,화면과 비슷해요,,,,전체적으로 적당히 넉넉한 핏의 맨투맨 원했는데 넘 맘에들어요ㅎㅎ 두께감도 살짝 있는데 브이넥이라 전혀 안 부해보이고 좋아요! 소매가 아주 살짝 길긴한데 신경쓰일 정도는 아니에용 가볍게 입기 좋은 맨투맨인데 안쪽이 살짝 까끌거리는 소재인것 같지만 많이 예민한 편이 아니라 잘 입고 다닙니다! 색도 따뜻한 색감이라 무난하게 입기 넘 예뻐용
Xz61nmHY,,24.03.22,기본ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,68kg,상의 77,아주 짱짱하고 퀄리티 좋고 브이넥 적당히 파져서 너무 좋아요. 완전 데일리템! 근데 팔이 짧네요. 5cm만 더 여유있개 제작했으면 싶어 조금 아쉽습니다.
SRJ5dgdV,상위 5%,25.01.07,기모ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,77kg,상의 77,이건 구매한것중에 짧을까봐 걱정 많이했는데 아주 딱 좋은 크롭기장에 품도 아주 딱 좋았어요 실제로 입었을때는 약간 길어보이고 날씬해보이는 효과도 있어서 더욱더 만족했답니당!
xWpu9lN7,상위 15%,24.12.27,기본ver.,블랙(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,80kg,상의 77,이뻐용 160인데 길이도 딱 골반에 맞고 엉덩이 안덮이는 기장입니다😎 근데 까끌까끌해서 안에 받쳐입어야 되겠어용 그거 차치해도 산거 만족입니다~🥰
b3Azjibk,상위 15%,24.12.17,기모ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,156cm,58kg,상의 55,"색은 설명그대로 오트밀이에요
공부할때 편하게 입을 맨투맨 필요해서 샀어요
저렴해보이지 않고 적당히 도톰해서 좋아요
제 체형에 넉넉하게 오버핏입니다"
kfeLy5sB,,24.12.06,기모ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,53kg,상의 55,"화면이랑 똑같아요 너무이쁘고 귀엽습니다 ㅎ
안에 흰티 받쳐입으니 더 귀여워용 
다른색도 살까 고민중에오 ^^*
착용감 너무 편하고 좋습니드
디자인 깔끔합니다 ㅎ!"
sSuCTKEH,,24.12.06,기본ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,62kg,상의 66,저번에 화이트사고 너무 맘에들어서 오트밀도 구매했어요! 겨울이지만 두꺼운옷 입으면 불편해서 가볍게 입는편인데 가볍고 맘에들어서 자주 손에가는 옷이에요 ㅎㅎ
eOroRsNZ,상위 15%,24.12.04,기모ver.,블랙(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"회사에서 입을 수 있는 심플한 옷을 찾다가 샀는데요, 핏도 괜찮고 단독으로도, 안에 셔츠나 목폴라를 입어도 예쁠 것 같어요! 살짝의 단점은 먼지가 잘 붙습니당"
MGPtJI51,상위 10%,24.12.02,기본ver.,그레이(FREE),생각보다 커요,보통이에요,화면과 비슷해요,163cm,61kg,상의 66,브이넥이라서 시원하고 답답해 보이지 않아서 좋아요. 근데 어깨선이 좀 아래에 있어서 살짝 부해 보이는 게 아쉬워요. 옷 안쪽에 털인지 먼지 같은 게 엄청 나와요.
도로롱,상위 15%,24.11.25,기모ver.,오트밀(FREE),생각보다 커요,아주 만족해요,화면과 비슷해요,163cm,52kg,,가을에 기본버전 구매해서 잘 입어서 이번 겨울에 기모 버전으로 사봤는데 안에 기모가 너무 부드럽고 재질도 탄탄해서 너무 만족합니다!!
wldr***,상위 25%,24.11.18,기본ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,59kg,상의 66,"디자인: 브이넥이라서 답답하지 않고 너무 후줄근한 느낌도 안듦
사이즈: 🌟🌟🌟🌟🌟 요즘 옷들 거의 크롭 아니면 심하게 루즈인데 이건 적당한 길이에 소매길이도 딱맞아서 좋음"
xixppcBW,상위 25%,24.11.10,기본ver.,오트밀(FREE),생각보다 커요,보통이에요,화면과 비슷해요,158cm,67kg,,팔 라인때문인지 덩치가 좀 커보여요!! 그리고 돌돌이 + 한번 꼭 세탁하고 입으세요! 이래도 뭐 묻어서 나오더라구요ㅠㅠ 목은 받자마자 세탁 한번 했더니 사진처럼 쫌 쭈글해짐
k09XlXwn,,24.11.08,기본ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,46kg,상의 44,핏좋고 보들하고 편해요! 목부분이 브이라인이라 레이어해서 입어도 이쁘고 일반 라운드넥보다 흔하지않은 디자인이라 좋네요! 잘 입겠습니다!
sV5KSGHT,,24.11.07,기본ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,159cm,46kg,상의 55,찾던 핏의 맨투맨이에요! 브이넥이라 목 길어보이고 좋아요 ~ 색도 딱 오트밀 색입니다. 흰색은 부담스러워서 오트밀 구매했는데 만족합니다.
4pA8lXkd,,24.11.03,기본ver.,오트밀(FREE),정사이즈예요,보통이에요,화면과 비슷해요,158cm,63kg,상의 66,"브이넥이라 맨투맨이어도 부해 보임이 없어 보여요
질은 좋은 편은 아닌데 휘뚜루마뚜루 입기 너무 좋아요 
봄, 가을에 입기 좋은 두께입니다 굳!"
EpJoYAKP,상위 20%,24.10.27,기본ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,55kg,상의 55,그레이색 사서 한참 잘 입고 다니다가 오트밀도 재구매 했어요 사이즈부터 디자인 재질 다 너무 마음에 들고 세탁기 막 돌려도 변형없고 비싼 맨투맨 느낌이에요
romiiii,,24.10.26,기본ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,58kg,상의 55,지금 딱 입기좋네요 ~ 맨살에입어도 편하고 소매길이 길어서 여리여리해 보여요 ! 브이넥이라서 라운드넥보다 좀 더 단정한 느낌 ! 다른색상도 사고파요
xq7PsExs,상위 5%,24.10.22,기모ver.,블랙(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,159cm,48kg,상의 55,기모버전 샀는데 지금 더 추워지고 있으니 잘산거같아요!! 키작은 편인데 길이도 괜찮고 부들부들해서 더 좋습니당 ㅎㅎ저렴해서 막입기 좋을거같아요
룰루랄랄라라라,상위 15%,24.10.20,기본ver.,오트밀(FREE),생각보다 커요,아주 만족해요,화면과 비슷해요,163cm,49kg,상의 55,진짜 너무예뻐요! 몸 말라보이는 오버핏이라 맘에 드는데 목도 브이넥이라 얼굴도 갸름해보여요! 오트밀 색상도 봄가을에 입기 너무 무난하고 좋습니다 :)
nwoW9Oje,상위 15%,24.10.18,기본ver.,그레이(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"가격 젤 싼데로 골라서 샀는데 생각대로 이쁘고 아무 옷이나 매치해서 입기 좋아서 다른 색도 사고 싶어요
안감이 제 취향은 아닌데 이건 취향 문제고 옷은 아주 맘에 들어요"
aInHUTU2,,24.10.17,기본ver.,그레이(FREE),정사이즈예요,보통이에요,화면과 비슷해요,162cm,58kg,상의 33 이하,옷은 이뻐요! 기장도 마음에 들구요~제 체형에 안이뻐보여서 그렇지 더 날씬한분들이 입으면 이쁠꺼같아요~저는 블랙도 샀는데 간절기에 입기좋아요
mi10226i,상위 25%,24.10.17,기모ver.,그레이(FREE),생각보다 커요,보통이에요,화면과 비슷해요,162cm,63kg,상의 77,"기모라 따뜻한 대신 부해보이는 건 있어요!.!
그래도 브이넥이라 일반 맨투맨보다 후리한 느낌은 덜해요
세탁 안하고 바로 입기엔 털이 좀 빠져요"
밍밈미,상위 5%,24.11.30,기모ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,171cm,55kg,상의 55,"티랑 같이 입으려구 구매했어요✨
따뜻한 기모안감으로 폭닥폭닥☁️
너무 따뜻하고 자수 포인트도 너무 귀여워요
자주 입을 거 같아요😊😊"
k2JERzNU,,24.09.30,기본ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,64kg,상의 66,살빼고 크롭맨투맨 샀어요! 원피스에도 기본 치마에도 입으면 너무 예쁠것같은데 바지에 입어도 뚱뚱해보이지 않고 잘 어울리더라구요~! 지그재그 새벽배송으로 결제하고 다음날 새벽에 받았는데 너무 좋네요...!!!
난데용,,24.05.29,기본ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,60kg,상의 66,"깔끔해서 좋고 세미크롭이라 많이 짧지 않아 좋아요.
여름에도 긴팔 선호해서 5월말임에도 불구하고 구매했지만 만족 !
초롬하게(?)떨어져서 조큼 날씬해보이기까지 함 ㅎㅎ
맨투맨이다보니 두께감 있어서 한여름까진 안되겠고 장마철엔 잘입을 수 있을 듯 ♥"
8MUvs3dm,,24.05.21,기본ver.,오트밀(FREE),정사이즈예요,보통이에요,화면과 비슷해요,,,,"사이즈 넉넉, 길이 적당하고 딱 똥배 가려줍니다 ㅎ
아래쪽 밴딩 쫀쫀, 안감 까슬거리나 아프진 않음
얇아서 쌀쌀한 초여름늦여름도 가능할듯
저는 마음에 들어서 다른색도 주문 예정이에요~"
7qXBQAWv,,24.04.30,기본ver.,블랙(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,,,,브이넥인데다가 로고가 있어서 완전 맨투맨같지도 않고 좋습니다. 사이즈는 진짜 정핏인 딱 맨투맨 그잡채 사이즈입니다. 키가 작아서 그렇겠지만 전혀 세미크롭이란 생각은 안들어요. 통통한 편인데 사이즈 넉넉해서 좋습니당
WtiSqXtm,,24.04.20,기본ver.,그레이(FREE),정사이즈예요,보통이에요,화면과 비슷해요,153cm,45kg,상의 44,목이 좀 늘어나요. 맨투맨인데 목이 늘어나는건 처음이라 조금 당황스럽긴 하지만 못입을 정도는 아닙니다. 대신 품이 낙낙하구 이쁘게 떨어지는 핏이라서 치마랑 매칭했을때 꾸안꾸 느낌으로 딱이에요! 가격이 저렴해서 가격대비 최고에요
0k2XyKQt,,24.04.12,기본ver.,오트밀(FREE),생각보다 커요,아주 만족해요,화면과 비슷해요,162cm,61kg,상의 66,평소 66사이즈입는데 스웻셔츠라 좀 부해보이는건 있어요.하지만 깔끔하고 조그마한 로고가 부담스럽지않고 브이넥이라서 라운드보다 시원해보이는 느낌이 있어요.청스커트랑 입었는데 편한 스타일임도 불구하고 차려입은 느낌이예요~~아주 맘에 들어요^^
oOVkN4B5,상위 5%,24.04.11,기본ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,50kg,상의 66,"넘 예쁜 맨트맨입니다
배송도 빠르고
무엇보다 입엇을때 여리여리해 보이고
탄탄한 재질이라
목늘림은 없을것 같아서 좋아요
다른 색상으로도 살까 싶은데
어느새 봄은 짧아져 덥다는 생각도 들어서 망설여지는옷이네요"
만만,,24.04.10,기본ver.,그레이(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,53kg,상의 55,"셔츠 위에 입고싶어서 급하게 사느라 원하는 디자인과 색상만 정하고 그 중 젤 저렴한걸로 사서 정말 기대 하나도 없었는데 생각보다 너무 좋은퀄리티네요?!? 팔 길이가 조금 짧긴한데 셔츠 소매 한 번 접어서 보이게 입고 싶던거라 저는 괜찮았어요
빨고나서 어떨지 모르겠지만 기대이상이었네요!"
2Av5he6v,,24.03.21,기본ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,58kg,상의 55,맘에드네요~! 어깨선 넉넉하게 떨어져있어서 좋아요! 기모 말고 일반 버전이라 얇아서 오히려 좋네용 기모 크롭이면 너무 어깨 넓어보여서 시름 ㅠㅠ
VGNENbJ6,,24.03.20,기본ver.,오트밀(FREE),정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,44kg,상의 44,편하게 휘뚜루마뚜루 입기 좋아용 컬러도 딱 기본이고 핏도 넉넉해서 근무할 때 자주 입어요ㅎㅎ 다만 브이넥이 조금 파여서 단독으로 입을 때 허리 숙이시는 것만 조심하시면 좋을 것 같아요~
5FIe1zZP,,24.02.27,기본ver.,그레이(FREE),생각보다 커요,아주 만족해요,화면과 비슷해요,156cm,59kg,상의 55,안에 좀 까슬거리긴한데 티셔츠나 히트텍이랑 입으면 괜찮아요! 단독으로 입어도 예쁘고 레이어드 해서 입어도 예뻐요ㅎㅎ대충 입어도 신경써서 입은(?)느낌이고 휘뚜루 마뚜루 입기 좋아서 만족해요 잘 입을게용
