아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
hellooo,,23.12.01,살구,해당없음,정사이즈예요,보통이에요,화면과 비슷해요,174cm,79kg,상의 66,"색이 우선 너무 예쁘구요!
한겨울에 너무 따뜻하게 편하게 입을수 있을것 같아요!
기모 한가득 !! 다른 컬러도 사려고 시동겁니당
다만 아쉬운점은 생각보다 축쳐지는 핏이여서 
엄청 날씬한 팔라인을 가지지않은 여성 분이라면
저처럼 조금 둔해 보일수는 있을것 같아요!"
QxzC5xNT,,23.11.14,네이비,연소라,생각보다 커요,아주 만족해요,화면과 비슷해요,155cm,51kg,상의 66,"여기 후드티가 예쁜것 같아서 사러 왔다가 맨투맨도 같이 주문했어요 겨울 외투입을때 후드가 있으면 어깨가 묵직해서 맨투맨이 더 잘 입어지더라구요. 
일단 후드보다는 밑단 시보리가 잡아줍니다 근데 짱짱하진 않아서 늘어날 것 같아요ㅠ 그래두 아방하니 핏 귀얍습니다 네이비가 너무 마음에 들어서 주문했는데 생각보다 쨍하지 않고 흰끼가 돌아서 좀 아쉽구요ㅠ 연소라는 생각했던 그 색상이라 마음에 들어요 잘입을게요!"
iYxpVyXz,,23.10.18,크림,네이비,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,48kg,상의 55,"크치마는 두번째 이용이에요! 크롭후드집업 샀었다가 마음에 들어서 맨투맨도 구매했어요🥰

폭닥함이 뭔지 잘 알게 해주는 맨투맨이었어요ㅠ,ㅜ 폭신하고 따뜻하고 핏도 진짜 귀여워요... 요즘 같은 아침엔 쌀쌀하고 낮엔 따뜻한 날씨에 이 맨투맨 하나 입고 나가는거 완전 추천이요....🥰

*배송도 빨랐고, 포장도 깔끔하고 깨끗하게 왔어요!"
vzzbZS7m,,23.03.15,파랑,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,53kg,상의 55,"아 크림치즈메이드 맨투맨 후드 한번 입어보고나면 이 핏을 따라가는데가 없아서 ㅠ 딴데서 맨투맨 후드 못 사요 ㅠ 진짜 너무 이쁘네요 색감 약간 걱정하깈 했는데 색감도 너무 완뱍 ㅠ 
옷 너무 늦게 샀네여 날씨 왜 따뜻해지냐구요 ㅜㅜ"
iNymEBWQ,,22.12.12,민트,연소라,정사이즈예요,보통이에요,화면과 비슷해요,170cm,80kg,상의 88,넘 이뻐요 !! 색감 사진이랑 똑같이 왔구요 민트랑 소라 둘 다 넘 이뻐요 ㅎㅎ 핏도 생각한대로 나온 거 같애요 근데 민트는 괜찮았는데 소라는 실밥이 좀 많이나왓어용 ㅜㅜ 그것만 신경 써주시면 더 완벽할듯 !
6XDNH9W8,,22.12.11,네이비,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,48kg,상의 55,"크치는 배송 진짜 하루배송이네요 너무 빨라서 좋았어요
시보리 짱짱하고 만져지는 촉감도 젛아요 후드사고 맨투만고 샀습니다 이럴거면 배송비 안내고 한번에 사는건데ㅋㅋ너무 마음에 들어요 박시하고 폭닥한 핏 진짜 겨울내내 잘 입을게여"
w0IXaUzI,,22.10.12,검정,해당없음,정사이즈예요,보통이에요,화면과 비슷해요,159cm,49kg,상의 44,재질도 너무 좋고 드라이 맡겨야 할거같아용! 털이 좀 많이 빠지긴한데 너무 이뻐요 색감도 그렇고 꾸안꾸로 입어도 이쁠거같고 왠만하면 다 잘 어울리네요 배송도 엄청나게 빨라요 이틀 뒤에 바로 왔어요
5ziBKQVN,,22.09.30,노랑,핑크,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,52kg,상의 55,"컬러는 제품 상세 사진에 가까워요.
옷 소재 너무 부드럽고 포근해요.
두께도 겨울 소재로 적당하고 이너로 티셔츠나 셔츠를 입어도 끼임 없이 편할 거 같아요.
넉넉해서 입고 벗을 때도 편하고 엉덩이 덮는 기장이에요.
임신 33주라 배가 볼록한데도 앞 기장 짧아짐도 없어 좋아요."
RIosaGjx,,22.09.28,Sky Blue,Not Applicable,생각보다 커요,아주 만족해요,화면보다 밝아요,155cm,50kg,상의 44,"크림치즈 하도 논란도 많고 탈도 많길래 한번 궁금증에 무난한걸로? 시켜봤어요.

제가 운이 좋았던건진 모르겠지만 일단 밑에 쭈리 박은 부분이 어느정도 구멍이 날수도 있겠다 라는 생각은 있었지만 하자나 구멍은 없었어요! 

색상은…앞에 고객분들 피드백처럼 생각보다 다르네요. 저는 세이지 블루를 생각하고 오더했는데, 생각보다 많이 밝은 민트 하늘색상 이었어요.

품이요? 막상 와서 받았을때는 뭐가 크다는거지 하고 있었는데 입어보니 꽤 커요. 남자옷을 발품했는지 아무도 모르지만, 핏은 예뻐서 사이즈만 다운 하셔서 판매하는게 조을거 같네요.

기모 원단은 좋았어요. 다만 고객들의 인스타 피드백 뿐 아니라 지그재그나 다양한 리뷰들도 살려서 조금만 더 수정하시면 더 좋은 옷 만드실 수 있으실거 같아요.

결론은…생각보다는 기대 이상이었어요. 앞으로의 발전 기대할께요~"
0OkOEtCr,상위 10%,22.03.04,핑크,노랑,생각보다 커요,보통이에요,화면과 비슷해요,164cm,48kg,상의 55,사이즈는 정말 커요 몸이 부해보이는 핏이에요. 노란색 입고 있으니까 한 마리의 곰돌이 푸가 된 기분이에요. 그만큼 편하게 입을 것 같긴 해요. 색은 사진보다 어두운 차분한 핑크와 병아리색 노랑 입니다. 부들하고 좋아요. 세탁하니까 옷이 확 줄어서 엄청 큰 옷에서 그냥 큰 옷으로 바뀌었어요.
zBvxpEZm,,22.02.20,오트밀,오트밀,생각보다 커요,보통이에요,화면과 비슷해요,161cm,50kg,상의 44,"커플룩으로 맞췄는데 남자친구 저 둘다 사이즈 딱 괜찮아요 안에 기모 때문에 따뜻해서 겨울 내내 잘 입었습니다
소매부분 쪽에 볼펜 자국 같은게 있었는데 교환하기 귀찮아서 그냥 입었어요 다음엔 확인 잘 하고 보내주세용"
O7OBqwfI,,22.01.25,크림,오트밀,생각보다 커요,아주 만족해요,화면과 비슷해요,152cm,45kg,상의 44,"옷퀄리티가 진짜 너무너무 좋아요!!!
다들 첨에 냄새가 난다던데..전 안나는것같더라구요
제가 키가작아서 그런가 생각보다 크긴한데 낙낙~~하게 입기 정말정말 이뻐요❤
두개사길잘했다싶구 담에 기회되면 다른색두 구매하려구요😆"
F6KvJ1I7,,22.01.11,크림,검정,생각보다 커요,보통이에요,화면과 비슷해요,163cm,52kg,상의 55,"얇은 기모인데 입으면 되게 보들해요 그렇게 두껍진 않지만 패딩 안에 입엇을땐 커서 부담스런 면이 없진 않네요
노란끼 있는 크림이구요 크림은 괜찮은데 블랙은 주변 보풀을 모두 모우는 능력이 있네요"
0anIHn9i,,22.01.10,크림,핑크,생각보다 커요,아주 만족해요,화면과 비슷해요,155cm,48kg,상의 55,"핑크랑 크림 둘다 색감 미쳤어요....! 사진이랑 색 같게 나와요
굉장히 오버핏으로 떨어지고 길이는 엉덩이 덮어요.
안감 겉감 양기모로 된터라 부들부들 느낌도 너무 좋고! 
아 크림색은 시큼한 냄새가 나서 바로 세탁기로 갔고 핑크는 그냥 새옷냄새가 나서ㅎㅎㅎ 옷살때 이 냄새는 왜나는건지 늘 궁금.... 예쁘게 입을게요🖤"
0TDLSEMQ,상위 25%,24.12.02,크림,네이비,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,56kg,상의 55,이거 두 개 사면 할인이라 그랬나 그래서 그냥저냥 샀는데 이렇게 잘 입을 줄 몰랐습니다 기모도 있어서 따뜻하고 색도 예뻐요 유일한 단점은 털이 좀 빠지긴 해요 ㅎㅎ... 그래도 이렇게 만족할 줄 몰랐던 옷입니다 겨울 내내 입고 다닐 듯해요
sJuzzsAb,상위 10%,24.11.20,크림,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,45kg,상의 44,"따듯한 맨투맨이 필요해서 구입했습니다
안에 기모가 너무 부드럽고 따듯하구요
재질도 고급져보여요
다만 검은 바지랑 입었더니 기모에서 털빠짐이 조금 있는지 묻어나오네용 돌돌이돌리고 입으면될듯
검은색 회색 두개 더샀어여 강추"
sJuzzsAb,상위 10%,24.11.20,검정,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,45kg,상의 44,"따듯한 맨투맨이 필요해서 구입했습니다
안에 기모가 너무 부드럽고 따듯하구요
재질도 고급져보여요
다만 검은 바지랑 입었더니 기모에서 털빠짐이 조금 있는지 묻어나오네용 돌돌이돌리고 입으면될듯
검은색 회색 두개 더샀어여 강추"
nPua2QAg,상위 15%,25.01.14,크림,연회색,정사이즈예요,보통이에요,화면과 비슷해요,164cm,66kg,상의 88,"엄청 넉넉하고 색도 이쁘고, 두꺼워서 겨울에 잘 입고 다닐 것 같아요 ㅎㅎ 색깔도 너무 잘 나와서 맘에드네요! 회색은 잘못 시켰지만 이뻐서 입으려구요"
kNdpjDrI,상위 30%,24.12.19,핑크,해당없음,생각보다 커요,보통이에요,화면과 비슷해요,162cm,52kg,상의 55,작년이도 구매해서 잘 입엇는데 이번에는 핑크로 구매햇어요 오버핏에 기모도 너무 따뜻하고 부드럽고 좋아여 최고임! 다른색도 하나 더 살까 고민중
gl9kjhKK,상위 10%,24.12.11,네이비,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,,,,완전 예뻐요 핏은 아방하고 커요 그래서 예뻐요 ㅎㅎ 요즘엔 크롭도 좋지만 이렇게 엉덩이를 덮는 기장도 나름대로의 매력이 있기때문에 잘 입고 있어요 ㅎㅎ
Vyep2HTT,상위 30%,24.12.10,연회색,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,160cm,62kg,상의 55,"기모라서 안에 따뜻해요! 사이즈가 넉넉해서 펑퍼짐하긴 한데, 그래도 좋아요! 

그레이긴한데 생각보다 밝은 그레이는 아니고, 쿨톤 느낌의 그레이 인거 같더라구요!"
MAqFkDHG,상위 25%,24.12.09,오트밀,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,167cm,57kg,상의 55,딱 적당한 무늬없는 무난한 맨투맨이 갖고 싶어서 샀는데...! 생각보다 더 사이즈가 커서 조금 당황했어요ㅋㅋ 오버핏 좋아하시는 분들한테는 왕 추천b 귀여운 핏입니다
3gmleUF7,,24.12.07,노랑,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,69kg,상의 77,"겨울이라서 기모로된 맨투맨도 사보려고 찾아보다가
같이 산 오트밀 색상이 너무이뻐서 둘러보다가 노랑색도 이뻐서 여행갈때 입거나 평소에 입으려고 같이 샀습니다 :)!"
LBjvwTVc,상위 5%,24.12.06,연소라,진회색,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,58kg,상의 66,최근에 살이 많이찌면서 넉넉한 사이즈로 찾고있었는데 아주 맘에드는 사이즈구요. 색감도 좋고 두께도 적당하고 포근해서 겨울 출근교복템으로 딱이에요.
xu1qErNt,,24.12.02,연소라,해당없음,정사이즈예요,보통이에요,화면과 비슷해요,164cm,53kg,상의 55,남자친구랑 네이비 소라색 같이 구매해서 커플템으로 잘 입고 다니고 있어요 안에 양기모도 넉넉하고 푸근하니 단독으로 입어도 까슬거리는거 없이 부드럽고 따뜻합니다 :)
K8uW6qc9,상위 30%,24.12.02,네이비,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,168cm,46kg,상의 44,색도 예쁘고 퀄리티도 좋은 것 같아요. 옷은 큰편인데 맨투맨은 오버핏 좋아해서 아주 만족스럽습니다 ㅎㅎ 안에 기모도 들어가있어서 따땃해요
dme1sDbn,,24.11.29,오트밀,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,163cm,52kg,상의 55,그레이 네이비 오트밀 다 무난하게 입을 수 있는거로 쟁였어용 오버핏이라 여기저기 휘뚤마뚤 입을 수 있어서 좋고 기모가 보들보들해서 따숩게 입을 수 있어용
mL8C4vfY,,24.11.29,민트,해당없음,생각보다 커요,보통이에요,화면보다 밝아요,173cm,30kg 이하,상의 66,색상은 생각한거보다 밝고 찐한 느낌이라 처음에는 좀 당혹스러웠는데 생각보다 크고 핏은 나쁘지 않아요. 갑자기 추워진 날씨에 휘뚜루마뚜루 괜찮은거 같아요.
lyl1***,상위 25%,24.11.26,연회색,연소라,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,61kg,상의 66,"남편 겨울옷 사주려고 검색하다 찾았는데
너무 만족 합니다ㅎㅎㅎ 색감도 가을겨울 느낌이고
도톰해서 따시게 잘 입을거 같대요!"
5l8rYpNl,상위 20%,24.11.23,오트밀,네이비,정사이즈예요,아주 만족해요,화면과 비슷해요,166cm,53kg,상의 66,색깔도 예쁘고 너무 맘에 들어요 저는 크롭처럼 짧은 걸 별로 선호하지 않는데 이 맨투맨은 적당히 길어서 길이가 진짜 마음에 들어요!! 잘입을게용
vBJZdO1h,상위 10%,24.11.22,크림,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,51kg,상의 55,배송도빠르고 포장도 꼼꼼하게 너무 맘에들어요 ~ 색상별로 구매했는데 다 이쁘네요 ~ 단체티로 입었는데 다들 물어 보더라구요 ^^ 데일리 하기 좋아요 기모 있어서 너무 따뜻해요^^
vBJZdO1h,상위 10%,24.11.22,연소라,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,51kg,상의 55,배송도빠르고 포장도 꼼꼼하게 너무 맘에들어요 ~ 색상별로 구매했는데 다 이쁘네요 ~ 단체티로 입었는데 다들 물어 보더라구요 ^^ 데일리 하기 좋아요 기모 있어서 너무 따뜻해요^^
vBJZdO1h,상위 10%,24.11.20,노랑,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,51kg,상의 55,배송도빠르고 포장도 꼼꼼하게 너무 맘에들어요 ~ 색상별로 구매했는데 다 이쁘네요 ~ 단체티로 입었는데 다들 물어 보더라구요 ^^ 데일리 하기 좋아요 기모 있어서 너무 따뜻해요^^
boaS3Vyq,,24.11.08,오트밀,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,155cm,50kg,상의 55,"넘나 따뜻하고 아방함 그 자체에요
엄청 널럴한 오버핏이구 입으면 너무 귀여워요
무엇보다 질이 정말 좋은 것 같네요
가격대비 훌륭합니다"
vBJZdO1h,상위 10%,24.11.08,핑크,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,51kg,상의 55,배송도빠르고 포장도 꼼꼼하게 너무 맘에들어요 ~ 색상별로 구매했는데 다 이쁘네요 ~ 단체티로 입었는데 다들 물어 보더라구요 ^^ 데일리 하기 좋아요 기모 있어서 너무 따뜻해요^^
gYtUIuv7,상위 30%,24.11.07,오트밀,해당없음,정사이즈예요,보통이에요,화면과 비슷해요,158cm,60kg,상의 66,"촤고좋습미다
근데검정색도 삿는데 검정이 좀더 두꺼운거같아요
왜죠? 
그리구 안에 기모가 이너랑 바지에 막 달라붙는거 빼고는 좋은거같아요 
보들보들 ~~"
As0RB6lK,상위 25%,24.11.06,크림,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,161cm,56kg,상의 55,기모라 초가을이나 봄에 입기 딱 좋아요!!! 크림색 샀는데 패딩조끼에 자주 입고 다닐꺼 같습니다ㅎㅎ 출퇴근할때 무난한 맨투맨 코디만한게 없어요 안감 촉감도 편하고 만족해요
minj******,상위 20%,24.10.19,오트밀,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,176cm,70kg,상의 66,"남자친구랑 입으려고 2장샀어요
제 기준엔 오버핏에 넉넉하게 맞아요
남자친구는 186인데 아직 안입혀봐서
맞았으면 좋겠네요 배송은 짱빠르구 좋아요"
minj******,상위 20%,24.10.19,먹색,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,176cm,70kg,상의 66,"남자친구랑 입으려고 2장샀어요
제 기준엔 오버핏에 넉넉하게 맞아요
남자친구는 186인데 아직 안입혀봐서
맞았으면 좋겠네요 배송은 짱빠르구 좋아요"
zWt14MpU,,23.11.28,빨강,검정,생각보다 커요,보통이에요,화면보다 어두워요,162cm,60kg,상의 88,"검정색은 아예 딥한 색은 아니고 흰끼가 빛에 따라 보이는정도, 빨간색이 화면보다 좀 어두운 색이에요~ 탁한 느낌은 아닌데, 좀더 밝은? 느낌일줄 알았는데 어두워서 아주 잘익은 토마토같다그러네요ㅋㅋㅋ 이미 입어서 교환안되지만 저한테는 톤이 좀 안맞았어요. 참고해주세요!"
eIokAYOu,상위 20%,24.12.28,먹색,진회색,정사이즈예요,보통이에요,화면과 비슷해요,163cm,50kg,상의 44,사진이 정확하게는 없는데 따뜻해요. 근데 안에 기모 털이 많이 빠지고 길이가 남자가 입기에는 약간 애매합니다. 빨아도 기모 털이 계속 빠져서 이너나 하의로 검정색 입으면 안 될 거 같아요.
yTaxaB6w,상위 20%,24.11.20,오트밀,해당없음,정사이즈예요,보통이에요,화면과 비슷해요,160cm,52kg,상의 55,"후드티 구매하니 남편이 재질 좋다고 자기도 사고 싶대서 찾아보니 남여공용 맨투맨도 판매하길래 사줬습니다 내일 당장 입겠다네요 ㅋㅋ 근대 후드랑 색이달라서 그
런지 소재가 좀더 야들야들한 느낌이 들어요"
