아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
ofUtuvLY,,22.12.02,Pink,Free,정사이즈예요,보통이에요,화면과 비슷해요,155cm,45kg,상의 44,맘에들어요! 옷이 생각보다 무겁지 않은 니트예요🙂 색감도 비비드 니트답게 쨍하고 솜사탕 느낌 뭔지 알것같달ㄹ까... 직잭배송은 처음이었는데 배송도 빠르네요 굿굿 근데 단점은 목부분입니다 좀 떠요..?
zJetrcNZ,상위 15%,24.12.05,Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,157cm,48kg,상의 55,"오버핏 시보리가 탄탄해서
일부러 모양을 잡지 않아도 알아서 안쪽으로 말려요
길어도 바지에 넣을 필요 없음ㅋㅋㅋ
색은 세번째 사진이 제일 비슷
얼굴 밝혀쥬는 예쁜 핑쿠>.<"
dnfl******,상위 25%,24.12.01,Blue,Free,정사이즈예요,보통이에요,화면과 비슷해요,162cm,53kg,상의 55,"너무 맘에들어요~ 생각한 크기! 색상! 핏!이에요~
디자인도 제스탈이고~ 소재도 오래입을 수 있을거같아요!
이번 겨울 자주 입고다닐거같네요!!"
TtDDwMEW,상위 25%,24.11.27,Pink,Free,생각보다 커요,아주 만족해요,화면과 비슷해요,167cm,59kg,상의 55,색감 너무 이뻐요!!! 화이트 바지에 입으니까 화사해요!! 민감성피부인데도 따갑지않아요~! 어행가서 이쁘게 입을게요ㅎㅎ근데 조금 부해보이는건 있는거같아요ㅠㅠ
wlsl******,상위 20%,24.10.28,Yellow,Free,생각보다 커요,아주 만족해요,화면과 비슷해요,174cm,59kg,상의 66,"겨울이지만 따뜻한 느낌을 내고싶어 노랑노랑한 색을 사봤습니다. 너무 색이 잘빠졌어요!
니트입으면 좀 까슬거리는데 요제품은 까슬거리지않고 폭닥해서 더 좋아요!"
ojy7***,상위 10%,24.02.10,Pink,Free,생각보다 커요,보통이에요,화면과 비슷해요,163cm,58kg,상의 66,"겨쿨 찰떡 컬러. 입을때마다 형광등 켰다눈 소리 듣습니다. 안따갑고 포근해요!!!! 근데 보풀이나 부슬거림이 많이 납니다..^^ 오래 입고 싶어서 좀더 짱짱한 니트였으면 좋을것 같은데, 핏이나 포근한 느낌 내려면 어쩔수없을것 같긴 합니다🥹"
mkuogyJM,상위 10%,24.02.04,Blue,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,169cm,59kg,상의 55,"넉넉한 사이즈에 치마랑 같이 입으니깜 예쁘네오꙼̈ 
색감이 예뻐서 포인트 살려주기 너무 좋아요 
심지어 따뜻하고 예민한 편인데 까슬거리는거 없어서 너무 좋았습니단 ㅋㅋ 옷이 큰편이라서 롱치랑입으면 예뻐요 바지는 애매하게 덩치가 커보여서 치미링 입는게 더 잘 어울리더라고요 예쁘게 잘입고 여행 잘 다녀왔습니단"
Dana,상위 15%,24.01.27,Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,166cm,49kg,상의 55,웜톤이라 온라인으로 핑크 구매하면 항상 실패햇는데!! ㅎㅎ 쨍한색인데 이쁘게 밝혀주는 핑크 찾았습니다! ㅎㅎ 지금부터 봄까지 두루두루 잘 입을거같아여옹 ㅋㅋ 폭닥폭닥한 느낌 넘 좋아영 ㅎㅎ
sumi******,,23.01.17,Pink,Free,정사이즈예요,별로예요,화면과 비슷해요,159cm,52kg,상의 55,"목 옆이 뜯어져서 왔어요ㅜ
급해서 그냥 입긴했는데 .. 아쉽네요..
근데 옷이 정말진심 너무 예쁘고 핏도예쁘고 색감도 예뻐요 아악 다 맘에 들어요 그 뜯어진 것만 아니면 .."
옐뽀이,상위 10%,25.01.08,Yellow,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,45kg,상의 44,너~~ 무 귀여워용 딱 생각한 따뜻한 병아리색의 노란색이고 두 번 정도 입었는데 보풀은 아직 안생기네용 세탁해봐야 알겠지만 아직까지는 색이 너무 예뻐서 보풀 생겨도 감안가능합니다~! 사진보다는 좀 더 노랑입니당
1y1KGmYX,상위 1%,25.01.05,Pink,Free,생각보다 커요,아주 만족해요,화면과 비슷해요,158cm,60kg,상의 55,"진달래같은 진핑크 색이에요! 그리고 핏이 정말 예술입니다,, 총기장만 보고 살짝 짧으려나 했는데 158기준 엉덩이 반정도 걸치는 길이에요 딱 예쁘게 걸치고 핏도 아방하니 포근한 느낌이라 너무 만족스럽습니다🥹"
boZ68Bcr,,24.12.25,Pink,Free,정사이즈예요,보통이에요,화면과 비슷해요,163cm,59kg,상의 55,색이 가장 맘에 들고요! 가장 아쉬고 별로인 점은 넥라인 부분이 이중으로 되어서 그런가 두껍고 비대칭입니다 너무 아쉬워요.. 대칭이라도 맞음 좀더 감안 할텐데 왼쪽이 마감이 잘 보이네요.. 무튼 데일리로 입기는 좋을 것 같아서 그냥 입어요
지롱쓰,상위 25%,24.12.24,Blue,Free,정사이즈예요,보통이에요,화면과 비슷해요,167cm,50kg,상의 55,"색감때문에 구매했는데 여행가서 너무 잘 입었어요 !
퀄리티는 딱 가격정도예요
소재도 까끌거리지 않았어요 ㅎㅎ 저는 안에 목폴라랑 같이 입었습니당 키 167기준으로도 기장감 있게 입을수있어서 좋았어요"
GPZ2VdvT,상위 5%,24.12.21,Blue,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,155cm,45kg,상의 44,"색감은 생각했던것보다 채도가 좀 높고 
푸른끼보다 초록끼가 조금더 도는 ? 약간 애매한 블루이긴 한데 명도가 중명도라 아래 어두운 바지입으면 톤이 맞춰져서 좋습니다
보통 오버핏은 팔길이가 너~무 길어서 불편한데 이건 딱 좋아요"
3Dtuv32d,상위 5%,24.12.16,Blue,Free,생각보다 커요,별로예요,화면보다 어두워요,177cm,54kg,상의 55,"화면으로는 색이 예뻐 보였지만 실제 받아 보니 화면과는 다르네요. 많은 후기와는 달리 개인적으로는… 색이 그렇게 예쁘진 않았습니다. 
그리고 사진에서 보는 것처럼 마감 처리가 허술하여 오히려 가격이 조금 비싸게 느껴지는 듯 합니다. 
루즈핏이라 큰 제 키에도 소매나 기장이 넉넉한 점은 좋으나 단독으로 입기엔 까슬거려 꼭 이너를 착용해야 하고 털빠짐이 있으니 참고하세요.
이런 점들로 환불을 고민하다 왕복배송비가 아까워 그냥 구매확정 합니다. 한 해 잘 입어봐야죠!"
cJZX6O9Z,상위 10%,24.12.15,Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,52kg,상의 55,색상이 쨍한 핑크에요 입으면 얼굴이 진짜 화사해보이고 밑시보리가 탄탄하게 잡히는 느낌이라 흰색티랑 레이어트 하면 진짜 귀여워요 작년에 타 사이트에서 블루색상 주문했엇는데 여기가 가격이 저렴하길래 다시 핑크로 구매합니다
Vau6NhIk,,24.12.06,Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,63kg,상의 66,"블루색상 구매후 사이즈,색상 다 마음에 들어서
핑크색상하나 더 구매했어요
입었을때 허리 조금 내려와서 배나온것도 가려주고
까슬거리지 않고 좋아요
66반 입는저도 여유있게 이쁘답니다
저 산거보고 직장동료도 주문했네요"
모뉴,상위 5%,24.12.01,Blue,Free,생각보다 커요,아주 만족해요,화면과 비슷해요,156cm,68kg,상의 77,"🖤사용후기🖤 

👩🏻‍💻156/ 68kg , 66-77 , 80E, 겨울브라이트 

💫 재질은 퐁실퐁실하고 쫀쫀한 니트예요! 
니트는 목부분이 흐느적거리고 얇으면 저렴해보이고 퀄리티가 떨어지는데, 이 제부품은 목이 쫀쫀해서 좋아요. 니트도 보드랍습니다. 꺼실거리는거 예민한데, 가렵지도않고 너무 좋습니다 🥰

💫 컬러는 너무예쁜 쨍한 블루입니다. 색감도 예쁘고 디자인 자체가 너무 귀여워요! 
겨울브라이트 컬러들 블루니트,핑크니트 꼭 담으세요ㅠㅠ! 

💫 길이감은 156기준 아방하게 내려와요. 
밑단 시보리가 잘되어있어서 엉덩이를 덮진않고 엉덩이 골정도 까지 와요. 체형커버 너무 잘되요! 귀여움 그자체ㅠㅠ

💫배송기간은 하루도 안걸렸어요 ㅋㅋㅋㅋ오후에 출발했다 연락받았는데, 다음날 오전 도착😝 진짜 칼배송입니다 🌬아주 빠른 배송이라 급하게 여리여리 니트 필요하신 분은 강추예요!"
어서오소이,상위 10%,24.11.28,Blue,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,52kg,상의 55,"옷이 너무 귀여워용 뭔가 몽글몽글한 느낌이에요.
단점은 음 부해보이는게(작성자 어깨 넓음) 있는데 원래 큰 옷이라서 오해는 안할 것 같은데 신경이 쓰이긴해요.
색깔 진짜 쨍한건 아주 좋아요!
보풀이 일어날 것 같지는 않아요"
Bk4qUDY5,,24.11.22,Yellow,Free,생각보다 커요,아주 만족해요,화면과 비슷해요,160cm,,,"아이폰이 색이 날아가서 나와서 속상해요ㅠㅠ
근데 진짜 예뻐요ㅠ
따뜻하고 부드럽고 쇼핑몰에서 산 니트중에 체고🩷
이거 사고 너무 예뻐서 파랑색하나 더 샀어요🩷
훨씬 따뜻한 노랑색이라 짱귀여움요 
많이사세여💛"
dusw******,상위 10%,24.11.20,Blue,Free,생각보다 커요,아주 만족해요,화면과 비슷해요,168cm,72kg,상의 66,"등치가 있는 체구라도 아주 여유롭고 폭닥한 니트여서 너무 귀여워요!
사진은 쿨하게 색감이 나왔는데 
따숩스한 느낌가득한 블루라서 웜톤에게 야무지게 어울리네요
안에 셔츠나 레이어드로 원피스 껴입으면 좋을거같아서 구매했어요🍀
너무좋아요~~"
Bk4qUDY5,,24.11.20,Blue,Free,생각보다 커요,아주 만족해요,화면과 비슷해요,160cm,,,"이미 노랑색사고 너무 맘에 들어서 다른컬러 또 구매했어요!!!
진짜 짱짱 이쁘고 좋아요!
색은 사진보다 훨씬훨씬 진한 예뿐파랑색입니당
피부가 정말정말 예민해서 조금만 까슬거려도 하루종일 긁어서 피나는 스타일인데 아주부드럽진 않지만 까슬거림이 느껴지진않아요! 색도 너무 예쁘고 죠아요ㅠㅠ
검은바지 입으면 털이 좀 묻긴하지만 보기싫게 미친듯이 빠지지않습니다
문질문질하면 당연히 묻는 정도에요!!!
강추강추"
jane*****,상위 5%,24.11.19,Blue,Free,정사이즈예요,보통이에요,화면과 비슷해요,164cm,50kg,상의 66,색은 쇼핑몰이랑 거의 비슷합니다. 목 부분이 좀 좁아서 불편하실 수도 있는데 전 딱히 신경 안쓰였습니다. 실은 좀 느슨한 편이고 두께는 두툼해요. 재질은 살짝 거친데 신경쓰일 정돈 아닙니다.
QnYEMiGM,상위 10%,24.11.12,Pink,Free,정사이즈예요,보통이에요,화면과 비슷해요,158cm,46kg,상의 55,"쨍한 핑크색인데 컬러감이 예뻐요.
보풀이 잘 생길거 같은 느낌이긴 한데 관리 잘 하면 오래 입을 수 있을 것 같네요~
짱짱한 느낌이에요
손목도 잘 잡아주고요!
생각보다 목 부분이 답답하네요ㅠ"
밥이엄마,상위 10%,24.12.28,Pink,Free,생각보다 커요,아주 만족해요,화면과 비슷해요,162cm,53kg,상의 55,사진과 같은 밝은 핑크색입니다 청바지랑 같이 입으니까 넘 예뻐여! 따뜻하고 퀄리티도 좋아서 다른색도 구매하고 싶네용
DbMNA3sZ,,24.12.01,Pink,Free,생각보다 커요,아주 만족해요,화면과 비슷해요,162cm,54kg,상의 55,"색상이 일단 얼굴 환해보이구여!
재질은 보들보들하고 오버핏이에용ㅎㅎ
따수워서 넘 좋아요! 기대 안했는데 대만족🩷"
k79d******,,24.01.11,Pink,Free,정사이즈예요,보통이에요,화면과 비슷해요,,,,"시보리쪽 짱짱하고 색감,크기,핏 생각한 그대로예요!
제 기준으로 엉덩이 중간쯤까지 기장 내려오네요
다만 뒷면 목부분에 뜨개질이 한두코 정도가 나갔네요ㅠ
잘 안보이는 곳이기도 해서 적당히 입으려구요~~
잘샀어요~~^"
NzzTv61j,,23.12.29,Pink,Free,생각보다 커요,보통이에요,화면과 비슷해요,162cm,46kg,상의 44,"첫사진은 밤에 일카
두번째는 필터 씌운건가 그래용
색감도 이쁘구 도톰해서 따수워용
근데 이.. 목부분이랄까 라운드인 거기가 넘 두꺼워서 불편하고 승모.. 근이 생긴달까.. 예.. 그래용.."
바다,상위 5%,23.12.29,Blue,Free,생각보다 커요,보통이에요,화면과 비슷해요,172cm,65kg,상의 66,"봄브라이트라면 꼭 사세요!! 색이 쨍해서 얼굴이 살아납니다 🩵💙

솔직히 말하면 오래 입을 수 있을 것 같은 퀄리티는 아니에요. 받자마자부터 털이 많이 날려서 금방 복슬복슬해질 것 같습니다. 그게 참 아쉬워요… 그래도 색감이 미쳐서! 다른 색상 또 살 것 같습니다.

키가 큰 편인데 팔길이 잘 맞고, 66 입는데 넉넉하게 잘 맞는 걸로 봤을 때 오버핏 맞는 것 같아요. 폭닥폭닥하니 좋습니다.

우선 당장은 맨살에 입어도 괜찮은 것 같고, 전체적으로 포근하고, 나름 탄탄해서 따뜻합니다. 그리고 후기에 자주 나오듯 목 부분이 좀 많이 두껍긴 한데, 막상 입어 보면 크게 불편하진 않은 것 같아요.

엄청 저렴한 편은 아니라 퀄리티에 비해 가성비 있는 옷이라고 보긴 어렵지만, 한 계절 입을 용으로는 충분할 것 같아요! 색 하나 보고 살 만해요. 직진배송으로 바로 받아볼 수 있어서 좋구요.

개인적으로 추천합니다."
QQDnaEmG,,23.12.23,Blue,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,48kg,상의 55,너무 예뻐요 ㅠㅠ 저런 색감의 파란니트가 가지고싶어서 고민하다가 시켜본건데 딱 맘에 드는 색감과 디자인인 니트가 나와서 좋아요. 재질은 사실 몇번 빨아봐야 알 것 같은데 올 겨울은 충분히 예쁘게 입을 수 있을 것 같아요 ㅎㅎ 감사합니다!
w2hSQLPR,상위 5%,23.12.21,Pink,Free,생각보다 커요,보통이에요,화면과 비슷해요,158cm,60kg,상의 55,일단 뜯는데 옷 포장이 이미 뜯겨져 있었습니다. 새옷인데 조금 기분이 안 좋았어요. 그리고 팔 부분에 긴 실이 풀려있었습니다. 그런 부분 빼면 다른 마감은 괜찮았습니다. 158기준으로 엉덩이까지 덮는 기장이고 품도 적당한 오버핏이라 좋았습니다. 목 부분 되게 짱짱하고요 팔길이는 손등 중간까지 올 정도였습니다. 색상은 쇼핑몰 색상과 유사했어요. 두께도 어느정도 폭닥폭닥해서 겨울에 이너로 잘 입고 다닐 거 같아요 이 가격에 이정도 옷이면 좋다고 생각합니다!! 사는걸 추천합니다 굳!!
dahy******,,23.12.21,Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,52kg,상의 55,"색감도 상세페이지랑 똑같고 핏도 아방방하니 귀여워욥
포인트로 주기에 딱 좋은 니트인것같아요! 앗 근데 목이 좀 짧은 사람들한텐 목부분이 두꺼워서 조금 별로 일 순 있겠더라구요~ 참고하세여!

아 그리구 저 포장지가 저렇게 뜯겨져온게 좀 속상하긴한데.. 옷이 멀쩡하니까 넘어갈게요~"
8wPRgxQk,,23.12.21,Blue,Free,정사이즈예요,보통이에요,화면과 비슷해요,162cm,60kg,상의 55,배송 완전 빠름 미텼음 버자마자 놀랫음 리뷰대로 색이 예쁜건 알았는데 실제로 보니까 더 이쁨 핏은 넉넉한데 길이가 조금 짧은거같지만 갠찬음 새거냄새도 조금 나긴함 색이 너무너무머ㅜ너무예쁨 근데 목 부분이 좀 답답함 이건 쩔수없나봄 ㅜ
PJWwOgAS,,23.12.15,Pink,Free,생각보다 커요,아주 만족해요,화면과 비슷해요,165cm,51kg,상의 55,"생각했던대로 쨍한 핑크 그대로입니다.
얇아보이지만 실제로는 폭닥거리는 재질이라
충분히 두텁게 느껴져요. 가볍구요.
165기준 엉덩이 덮을 만큼의 길이고
소매도 손등 덮어줘서 여리한 척 완전 가능입니당"
HAlK2ztW,,23.12.11,Blue,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,55kg,상의 55,"딱 좋은 오버핏에 색상이 넘 이뻐용!!
아래가 많이 길지는 않지만 치마나 반바지랑 입으면 완전 찰떡! 전신을 못 찍어서 사진이 이런거 바께 없지만 그래두 색상이랑 핏이랑 다 넘 맘에 들어용 
그리구 친구들이 다 색이 너무 이쁘다고 해요! 
제가 산건 파란색 분홍색!ㅎㅎ"
ㄴㅛㅁㄴㅛㅁ,탑리뷰어,23.11.29,Blue,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"* 핏은 첫 사진, 색감은 두번째 사진 참고해주세요!

💙 색감 : 휴대폰 기본 이모지에 있는 파란 하트 색이랑 똑같아요! 상품이미지에 비해 형광 느낌이 덜한, 팝하고 귀여운 색감의 니트에요. 의외로 이런저런 옷에 다 잘 어울리고 니트 하나로 포인트가 되어서 좋아요

💙 재질 : 도톰한데 가볍고 말랑해요! 화면으로 봤을 때는 탄탄하고 두터운 니트일 줄 알았는데, 생각보다 잘 늘어나는 탄성있는 재질이라 덜 부해보이고 귀여워요. 예민하지 않은 분들은 단독으로, 예민하신 분들은 이너랑 같이 입어야 할 것 같아요. 제 기준에서는 완전 부드럽진 않고, 맨살에 장시간 착용하고 있으면 간지러운 정도? 몽글몽글한 소재라서 보풀 관리에는 신경을 써야겠지만 소재가 주는 귀여운 느낌.. 포기 못해용

💙 핏 : 단단한 니트가 아니라서 어깨선 타고 예쁘게 흐르는 오버핏이에요! 기장도 골반 살짝 덮는 기장이구요! 제 체형(161/48)에 과하게 크거나 길지 않아서 자주 입게 돼요. 도톰하고 큰 목 고무단이 포인트인 것 같은데, 장단점이 있어요. 넥라인이 짱짱해서 잘 안 늘어날듯 하고 포근하구 귀여워보여요! 그 대신 목이 짧은 편이거나 승모가 있는 분들은 넥라인 때문에 단점이 좀 부각된다고 느낄 수도 있을 것 같아요. 저는 장점이 더 크다고 느껴서 매우 만족 중~!

💙 퀄리티 : 가격이 저렴한 편이니만큼 엄청난 퀄리티를 기대하진 않아서인지 저는 만족했어요~ 실밥이 조금 나오거나 실 매듭이 살짝 보이는 것들이 있어서 입기 전에 한번 정리를 했는데, 거슬릴 정도는 아니었어요"
KbLGWSEs,상위 15%,23.11.26,Blue,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,58kg,상의 55,보자마자 반해서 깔별로 샀는데 너무 예뻐요!! 적당히 아방한 핏이라 어떤 겉옷을 입어도 괜찮을 것 같고 색감도 예쁘고 몽글몽글 너무 귀여워요… 다만 소재 특성상 약간의 간질간질한 면은 어쩔 수 없는 것 같네요 그치만 그거 감안하면 웬만한 비싼 니트보다 나은 편이에요
X1CFqlNr,상위 25%,23.11.22,Yellow,Free,생각보다 커요,보통이에요,화면보다 어두워요,169cm,53kg,상의 55,"팔다리가 긴편이라 니트사면 팔이 짧은 경우가 종종있는데 이제품은 팔길이도 넉넉하고 좋아요
도톰하긴한데 가격이 저렴한만큼 조금 저렴한 느낌이 나긴하는것 같아요..! 그치만 한 철 입기 괜찮을거같구 화면은 레몬색 느낌이었는데 실물은 약간 개나리색에 가까워요
까슬거리지않고 좋네요"
pNNAxnoF,,23.11.17,Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,52kg,상의 55,"어깨가 넓은 편이라서 니트,맨트만 살 때마다 엄청 고민하고 사는데… 핑크색이 너무 맘에 들어서 일단 결제 했습니다..! 근데 무슨 일? 니트 너무 예쁨,너무 잘 맞음 어깨 안 넓어보이고 딱 제가 원하던 핏이에요..🥹 진짜 어깨 넓으면 애매한 니트 입었을 때 더 부각되보이는데 이 니트는 그런 거 없음 ㅇㅅㅇ 지금 하늘색으로 하나 더 살려고요 참고로 어깨 길이 43cm정도 됩니다!"
MvmlZDD7,,23.11.14,Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,49kg,상의 55,"일단은 배송이 빨라서 좋았구 퀄리티도 좋았어요 목부분이나 소매 그리고 밑단 부분이 짱짱해요 
색도 밝아서 넘 이쁘고 포인트로 하나 입기 딱 좋아요 
약간 정전기 있긴 한데 신경쓰일 부분은 아니구요 핏도 낙낙해서 딱 안붙어서 좋고 일단 따뜻해용 여기에 패딩 입고 다니면 딱 좋을거 같고 다른 색으로 또 재구매 하고 싶어요 !!!"
ingenie_,,23.01.31,Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,보들보들하고 화면 그대로 색상이라 너무 마음에 들었어요 따뜻해서 여행 갔을때 잘 입고 다녔어요 저한테는 정사이즈 와 오버사이즈 그 사이였는데 너무 만족해요 다른 색상도 구입해서 입고 싶을 정도 예요!
oBdPNYpx,,22.12.29,Pink,Free,정사이즈예요,보통이에요,화면과 비슷해요,161cm,63kg,상의 66,딱 제가 원하던 아방방한 여유있는 폼에 팔시보리까지 살짝 안으로 말려있는 핏이 넘넘이뻐요!! 색깔도 제 퍼스널컬러랑 딱이라 화사해보일거같아서 질렀는데 넘예뿌네여ㅠㅠㅠ 근데 재질이 엄청 좋은편은 아니예요 빛에 비치면 보풀일어난거처럼 보이는데 ㅠㅠ 좀 자주입으면 한철만 입고 버려야할듯 하지만 그래도 후회없습니덩
jycR6xUi,,22.12.16,Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,156cm,56kg,상의 55,"목 조임, 손목 조임 너무너무 좋아요
그래서 그런지 더 따뜻하고 엄청 두꺼워서 사무실에서는 이것만 입게되네요
근데 털빠짐이 좀 심한거가태요ㅠㅠㅠ
글구 이 색이 저랑 딱 맞는지 몰랐는 딱 맞네용 ㅎㅎ
사진이랑 비슷해요"
SYWSK5h3,상위 30%,24.12.03,Blue,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,60kg,상의 66,"쨍한 블루 색감의 니트 갖고 싶어서 샀는데 색이 상품정보에서 보는 거랑 거의 같다고 보시면 됩니다
안에 반팔만 입고 입었는데 전혀 까슬거리는 느낌 없고 넘 부드러워요 제가 통통한 편인데 모델분처럼 어어엄청 크다 이런 느낌은 아니였고 아주 딱 길이도 좋았습니다"
