아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
ne5Q2RwG,상위 15%,24.11.17,네이비,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,51kg,상의 55,한 2년 전에 커플로 샀다가 남자친구가 잃어버려서 재구매했는데 역시 넘 좋네요!! 따뜻하고 넉넉해서 여기저기 휘뚜루마뚜루 입기 좋고 편해요ㅎㅎ 오래 오래 팔아주세요!!
QsQawxjS,상위 25%,24.11.14,오트밀,네이비,정사이즈예요,보통이에요,화면과 비슷해요,167cm,95kg,상의 99 이상,옷은 너무 귀엽고 따뜻하고 예쁜데 안에 털이 덩어리져서 머리에 붙거나 옷에 붙어요ㅠㅠ 그게 좀 아쉽고 아이보리랑 오트밀의 차이를 보여드리고 싶어서 사진 첨부해요 아이보리는 생각보다 화이트에 더 가깝습니다
QsQawxjS,상위 25%,24.11.14,아이보리,메란,정사이즈예요,보통이에요,화면과 비슷해요,167cm,95kg,상의 99 이상,옷은 너무 귀엽고 따뜻하고 예쁜데 안에 털이 덩어리져서 머리에 붙거나 옷에 붙어요ㅠㅠ 그게 좀 아쉽고 아이보리랑 오트밀(?) 차이 보여드리고 싶어서 사진 첨부해요 아이보리는 생각보다 화이트에 더 가깝습니다
아이루,,24.11.07,진회색,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,50kg,상의 55,고무가 짱짱해요 막 엄청 조이는 느낌은 아니에요 색은 생각보다 파란 느낌이 있어요 회색에 소라색 2방울? 적당히 두꺼워서 무겁지 않아요 품이 넉넉하고 엉덩이 절반까지 덮이는 길이여서 딱 이뻐요 너무 만족해요~
LQ0bvHD1,상위 10%,24.11.05,아이보리,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,59kg,상의 55,진회색 너무 맘에 들어서 아이보리로 재구매했어요😎 안에 검정색 옷 입으면 기모 털이 묻는 게 조금 보이는 거 빼고 핏도 보온도 완벽해서 취향저격 당햇어요! 색은 사진처럼 아이보리보다는 화이트가 아닐까 싶을 정도로 하얘서 참고하셧으면 좋겠어요!!
ayzSYkQN,,24.11.03,네이비,수박,정사이즈예요,보통이에요,화면과 비슷해요,159cm,46kg,상의 55,"ㅇ 재구매 했습니다 평소에 막 걸쳐 입기 좋아요 ㅇ
수박색은 진했으면 좋았을 거 같아요 좀 뿌옇긴해요 ㅇ
ㅇ 수박이랑 네이비랑 안감 색도 달라요 ㅇ"
qEOnlGdq,상위 30%,24.11.01,네이비,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,54kg,상의 66,"왜 인기 후드인지 알겠네요 착용 핏도 이쁘고 옷 색감이라 쟈크 색도 잘어울려서 넘 맘에들어요
이거 사고 갖고 있던 후드 두개 버렸네요ㅋ
잡다한 마크니 영문 같은거 없이 심플한거 넘 좋아서 검정도 추가할려구요~♥"
minj******,상위 20%,24.10.23,아이보리,검정,생각보다 커요,아주 만족해요,화면과 비슷해요,177cm,70kg,상의 66,"주문하고 다음날 오전에 바로 받았어요
아이보리랑 검정 기본으로 주문했는데
다른색도 사구싶네요.. 왜 베스트상품인지
알 것 같아요! 허리쪽 잘 잡아주고 양기모라서
부들부들하고 촉감좋아요"
AiGVZtM9,상위 15%,24.10.23,검정,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,153cm,55kg,상의 66,"배송은 인기상품이라 그런지 조금 오래걸렸지만, 옷은 마음에 들어요. 작년에 크림치즈마켓 구매한 후드를 너무 잘입어서 이번에 짚업후드, 후드티 2개 구매했어요. 루즈핏이고 엉덩이를 가리니깐, 레깅스에 후드티 편하게 입기 딱이에요!! 요즘 돌려가며 거의 매일입어요ㅎㅎ 단! 블랙원단이..먼지 다흡수하는건 어쩔수없는거같아오ㅋ그래도 기본컬러니 하나쯤 있는건 좋을듯함다"
ayzSYkQN,,24.10.22,살구,해당없음,정사이즈예요,보통이에요,화면과 비슷해요,159cm,46kg,상의 55,"ㅇ작년에 팥죽색 구매해서 잘 입어서 ㅇ
ㅇ 이번에도 다른 컬러로 진소라 살구 구매했습니다 ㅇ
ㅇ 살구가 밝아서 좀 보풀이 금방 일어날 거 같지만 색상이 예뻐요 ㅇ 네이비란 수박도 재구매 했어요 아직 발송 전이지만요 ㅇ 잘 입을게요"
zH9k7xmM,상위 10%,24.10.22,검정,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,161cm,70kg,상의 66,형광등 아래라 좀 허옇게 나왔지만 새감 예쁘고 도톰하니 부드럽고 좋습니다. 품도 생각보다 엄청 넉넉해서 좋았어요ㅎㅎ 비오고 갑자기 추워졌는데 이리저리 잘 입을것 같아 만족합니다. 번창하세요~
zLjMmwlI,,24.11.16,연회색,검정,생각보다 커요,아주 만족해요,화면과 비슷해요,155cm,55kg,상의 55,따뜻하고 아방핏이라 귀여워용 블랙은 딱 생각하는 검정색이고 연회색은 사진이 좀 밝게 나왔어용 둘다 잘입고다닐거같아요!
ZaVsSOA9,상위 10%,24.03.20,검정,해당없음,생각보다 커요,보통이에요,화면과 비슷해요,159cm,47kg,상의 44,꿈에 나올까 무서운 핏임 진짜 개크고 무거움 기모라 그런가 약간 옷감에 힘이 있어서 상체는 굉장한데 하체가 비실한 오랑우탄 그런 핏이 되는데 이건 꿈에 나오면 안될 핏임 모자는 또 기가막히게 커서 뒤집어 쓰면 흑마술 부릴수 있을것같음 글고 정전기 개쩔어서 입을때마다 따다닥 전기쇼 보여주니까 먼지들이 나좋다고 달라붙음 인기폭발임 전날 배송온거 담날 출근하면서 개추워가지고 뜯어서 입어버리는 바람에 환불 못해서 개슬프지만 돈아까워서 최대한 어떻게든 노력해서 입어보겠음
jik7******,,23.09.07,파랑,검정,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,47kg,상의 55,"일단 먼지가 대박이라... 꼭 세탁 후 입어야 할 것 같아요..
잠깐 입어만 봤는데도 먼지가 많이 달라붙네요
그리고 모자 안쪽 부분 박음질이 안되어 있어요
딱히 티안나는 부위라 그냥 입습니다
다음부터 검수 잘부탁드려요 :)
핏은 너무너무 이뻐요 적당히 귀여운 핏이고 후줄근 해보이는 핏 아닙니다 후드도 커서 머리가 쏙 들어가서 좋아용"
nfMIwYMw,상위 15%,22.09.19,네이비,해당없음,생각보다 커요,보통이에요,화면과 비슷해요,167cm,55kg,상의 55,"따뜻하네요~ 폭 감기는 사이즈라 아방아방 귀엽습니다ㅋㅋㅋ
맨살에 닿아도 부드러워 반팔에 입어도 괜찮을 것 같네요. 간절기에도 추위를 많이 타 기모로 구매했는데 좋은 선택이었습니다! 77까지 착용 가능한 사이즈이니 남성분들도 큰 무리없겠네요. 엉덩이를 전부 가리는 길이니 시밀러로 함께 코디해보세요❤
(167/52)"
YN2p02vx,상위 25%,22.03.09,핑크,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,65kg,상의 66,"부들부들하고 시보리 짱짱하고 색감도 넘 이쁩니다 
원래 핑쿠색 안사는데 이번에 러닝화를 핑크 사는 바람에 깔맞춤 할까 싶어서 샀거든요! 기모인데 얇은 기모 아니고 오늘 투표하러 가면서 하나만 입었는데 안춥고 좋았어요! 완전 좋아요! 꼭 사세요 기본템으로 소장가치 무조건 있어요"
10002,상위 5%,22.02.12,파랑,해당없음,생각보다 커요,아주 만족해요,화면보다 어두워요,163cm,53kg,상의 55,후드티 맨투맨에 이어 후드집업도 드디어 겟했습니닿ㅎㅎㅎ 주문하고 받기까지 하루 걸린거같아요 색이 살짝?? 아쉬운데 그래도 이쁘긴해요 사진이랑 모델피팅컷이랑은 사알짝 다른느낌 그래도 퀄리티도 좋고 핏도 이쁘고 잘 입을거 같아요
pldt3h3r,,22.01.18,살구,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,155cm,51kg,상의 55,"제가 학생인데 평균이 좀 넘는 몸무게거든요..
그래서 오버핏을 자주 입는데다가 요즘 날씨도 추워서
이 후드직업을 고르긴했는데 좀 얇은 기모였고
오버핏도 진짜 큰 오버핏이였습니다 사진찍을 때는
그림자때문에 좀 어두워 보여서 진짜 색도 표시 했습니다!!잘 입겠습니다"
XvbkK0Jf,,21.12.13,네이비,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,159cm,47kg,상의 44,워낙 유명하길래 얼마나 좋아서 그런가했더니..여기 후드집업 진짜 미친 후드집업이네요 색감 너무 이뻐요 절대 사진에 안담겨요 남자친구 필요하대서 산건데 제가 뺏어입고 싶습니다. 네이비 색감 진짜 정말 너무 예뻐요 남자친구 입고다니면 반할 색감임 정말. 그리고 생각보다 엄청 두툼하네요? 되게 따듯하고 아주 박시합니다. 경제적 여유가 생기면 다른 색깔로 제것도 꼭 사러올테니 오래오래 팔아주세요.. 오버 아니고 정말 너무 맘에 드네요..
oMBc3Q2w,,21.12.03,파랑,진소라,생각보다 커요,보통이에요,화면보다 밝아요,163cm,50kg,상의 55,"처음에 파랑이랑 진소라 했다가 진회색이랑 진소라로 변경했어요! 이게 첫번째 주문건이고, 다음에 선물하려고 하나 더 주문했는데, 처음 주문건이랑 두번째 온 제품이랑 퀄리티가 너무 달라서 환블했어요 .. ㅎ 케바케라는 말이 맞나봐요 ㅎ 
처음에 받은 진회색이랑 진소라는 퀄리티 너무 좋았어요! 사이트 설명대로 밑단 쫀쫀하고 실제 사이즈랑 차이도 없었구요! 기모도 보들보들하고! 색감은 컬러차트랑 훨씬 비슷해요 아 배송은 진소라 2주, 진회색은 변경 후 3일 정도 걸렸오요!"
ZXrPqe1o,상위 25%,24.12.06,오트밀,해당없음,생각보다 커요,보통이에요,화면과 비슷해요,163cm,55kg,상의 55,"제가 찍은 사진은 실제로 보는 것보다 덜 커 보이게 나왔는데 아주 커요.. 박시하게 입는 걸 좋아하시는 분은
맘에 드실 수도 있지만 보는 것보다 훨씬! 크다는 것을 아셔야 합니다 핏은 지퍼를 잠근 게 훨씬 보기 좋습니다"
모용,상위 10%,24.10.11,메란,해당없음,생각보다 커요,보통이에요,화면과 비슷해요,200cm 이상,130kg 이상,상의 99 이상,생각보다 총장이 길어요 대신 허리밴딩이 짱짱해서 모양 잡아서 입기 편해요ㅎ 다만 안감기모에서 계속 솜 뭉탱이? 같은 것들이 나와서 옷에도 붙고 날라다녀서 좀 불편해요ㅠㅠㅠ 어두운 옷 입고는 못 입을 것아요
LQ0bvHD1,상위 10%,24.10.02,진회색,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,59kg,상의 55,사진으로는 잘 안보이는데 모자도 사람 머리 두개는 들어갈 정도로 크고 굉장한 오버핏입니다 ㅋㅋㅋㅋ 두께도 꽤 있고 생각보다 더 따뜻해서 아직은 일교차 때문에 반팔에 걸치고 다니려구요! 아방한 핏이 귀여워요! 허리밴딩은 엄청 쫀쫀한 건 아니라서 마른 분들은 원하는 핏을 잡기 힘들수도 있을 것 같아요. 색도 이쁘고 완전 만족합니당
IAE8ZRk2,상위 30%,24.09.26,수박,해당없음,생각보다 커요,아주 만족해요,화면보다 밝아요,160cm,53kg,상의 55,"오버핏에 따뜻한 기모 후드로 딱이에요
색은 상세페이지보다는 밝고
크치마에서 샀던 오클라오마(?) 후드랑 색이 비슷한거 같아서 둘이 비교해봤는데 둘이 색이 거어어어어의 똑같다고 보시면 돼요! 
굳이 비교하자면 기모 후드집업이 쬐끔 더 흰끼가 없는 느낌?
수박색은 후드 집업 상세페이지보다는 저 오클라오마 후드 상세페이지를 확인하시는게 더 정확할거 같아요!"
뮤우우,상위 10%,24.08.31,핑크,진소라,생각보다 커요,아주 만족해요,화면과 비슷해요,159cm,49kg,상의 55,"연핑크는 딸기우유 색감이고 화면보다 조금 더 쿨한 핑크 느낌이에요! 연하지도 않고 진하지도 않은 느낌이라 넘 귀여워요. 실밥도 별로 없고 마감 괜찮습니당
근데 아래 밴딩은 꽉 잡아주는 느낌은 아녜요! 참고하셔용"
Qongsoon,상위 10%,25.01.04,와인,네이비,생각보다 커요,아주 만족해요,화면과 비슷해요,162cm,60kg,상의 66,아이보리 사려다 갑자기 먼가 와인이 예뻐보여서 샀는데 쇼핑몰 사진 그대로예요 재질도 좋고 엄청 따뜻하고 예뻐요~~~
0IT37T1L,상위 15%,24.12.19,수박,해당없음,정사이즈예요,보통이에요,화면과 비슷해요,158cm,63kg,상의 55,지난번에 핑크샀던거 당근하고 너무 후회되서 수박색 다시 샀어요ㅠㅠ넉넉한 핏에 휘뚤마뚤 입기좋은 가을겨울 후드집업으로 이만한게 없음 진짜
28yOKcsC,상위 30%,24.12.09,와인,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,154cm,48kg,상의 44,"살짝씩 안감에서 털이 묻긴하는데 색이 너무 이뻐요..겨울느낌 낭낭
안쪽에 옷은 돌돌이로 조금 밀어야겟어요...
검정색 이너를 못입겟움.."
su-w**,상위 10%,24.12.03,연회색,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,165cm,50kg,상의 55,배송도 빨랐고 두께감이 톡톡해서 겨울내 따뜻하게 잘 입을 수 있을 거 같아요 ㅎㅎ 생각보다 사이즈가 큰데 편하게 잘 입을 거 같아요 마음에 들어요 ㅎㅎㅎ
berf******,,24.12.02,진회색,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,이게 바로 내가 찾던 지퍼업 후드티에요. 완벽한 오버사이즈 지퍼업 후드티이며 내부의 소재는 매우 부드러워요. 그리고 매우 두껍고 너무 따뜻하게 해주기 때문에 겨울에 입기에 좋아요.
gira***,,24.12.02,메란,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,161cm,55kg,상의 66,"크치에서 후드원피스 거의 교복템으로 입다시피해서
기본후드집업도 검정 멜란지 하나씩 구입햇는데
잘산거같아요 품도 딱 원한 오버핏이고 기모도 빵빵하구
재질도 오래입을거같구ㅎㅎ만족스러워요"
C7ccZqiz,상위 15%,24.11.28,네이비,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,51kg,상의 55,최대한 색상 비슷하게 했는데 와 진짜 너어어무 마음에 들어요 막 너무 두꺼워서 무겁지도않고.. 색깔도 딱 원하던 깔끔한 네이비.. 역시 색상 맛집
jd20***,상위 30%,24.11.13,와인,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,172cm,58kg,상의 55,따뜻하고 낙낙해서 요즘 제 애착후드집업입니다. 무엇보다 좋은건 안감이 부드럽고 손목이랑 밑단이 짱짱해서 따뜻한데 모자도 커서 편함과 따뜻함과 예쁨을 다 잡았다는 점이네요
NaMPsJPE,상위 20%,24.11.09,오트밀,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,166cm,70kg,상의 66,"생각보다 많이 커요 ㅋㅋㅋ 좀 놀랬어요 
근데 퀄리티 좋고 재질도 좋아요! 
편하게 입고 다니기에 딱 일 거 같습니당 ㅎㅎ
핏도 귀여워요"
엔젤,상위 10%,24.10.30,메란,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,154cm,41kg,상의 44,엄청 클까봐 사이즈 여러 번 보고 고민했는데 체구가 작은데도 적당한 오버핏이에요~! 운동복 위에 편하게 입을용으로 좋아요!
oZcFQQw0,,24.10.28,오트밀,해당없음,정사이즈예요,보통이에요,화면과 비슷해요,155cm,58kg,상의 66,"짧은 기장에 기모 안감이 도톰해서 좋아요~~
그런데 한 번 빨래하고 입은건데도 안에 기모 안감 보풀이 엄청 많이 묻어서 당황스러웠어요....ㅋㅋㅋ"
308mG3K9,상위 10%,24.10.24,오트밀,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,47kg,상의 55,"집앞에 편하게나갈때 입을 집업이 필오해서 구매했어요
오버핏을 찾는데 너무 커도 싫어서
찾다가 이걸 발견했는데 딱 적당한 사이즈인덧같아요
안에도 부들부들기모라 따시게 잘 입을것같아오"
붕어빵내꺼야,,24.10.24,수박,검정,생각보다 커요,보통이에요,화면과 비슷해요,165cm,51kg,상의 66,이쁜 수박🍉 색입니다ㅎㅎㅎ 아주 만족스러운 색상이네요ㄷㅏ만 사이즈가 크고 좀 길어서 당황스럽긴 했습니다ㅋㅋㅋ그래도 오버핏으로 이쁘긴하네요
4NtuhL40,상위 25%,24.10.19,오트밀,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,158cm,49kg,상의 55,사진보단 약간 노란끼가 있는 오트밀 컬러입니다 대충 걸칠 생각으로 구매한거라 퀄리티 기대 안 했는데 다른 컬러 구매 고민할 정도루 가격대비 질이 좋아요 !!
TBNQdhr8,상위 10%,22.11.09,네이비,오트밀,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,43kg,상의 44,"옷이 너무 기여워요
실제로 보면 세상이뿜 근데 안쪽에 기모가? 먼지가 조금 빠져서 입고있는동안 먼지 너무 많이 마셔서 몸이아팠는데.. 돌돌이 함 꼼꼼하게 해주면 괜차나쟈요.처음 딱 입자마자 너무 따듯해서 기분 좋았어요 글구 모자 왕왕큼"
냥냥바오,,24.03.21,오트밀,해당없음,생각보다 커요,보통이에요,화면과 비슷해요,158cm,42kg,상의 44,우선 배송이 정말 빨리와서 감동했어요 갑자기 추워져서 안에 좀 더 껴입고 입어야겠지만 그래도 기모가 있어서 좋은 것 같아요 품이 생각보다 크고 길이도 길지만 평소에 오버핏 즐겨입어서 오히려 맘에 들었어요 남친 옷 뺏어 입은듯한 핏 나와요!넘 귀욥 색상은 회색사려다가 오트밀로 샀는데 자연스럽고 예쁜 것 같아요
백야,,24.03.02,파랑,네이비,정사이즈예요,보통이에요,화면과 비슷해요,162cm,59kg,상의 55,"남여공용이래서 남친이랑 입을라고 네이비 2장 구매했어요 

문의하기로 색상변경도 했는데 친절하고 빠르게 도와줘서 감사합니다

저는 보기 좋게 오버핏이고,

남친은 (키175/무게85) 폼이 약간 작은듯 딱맞고 
기장은 약간 짧은듯하게 느껴져서 아쉽지만 입다보면 살짝 늘어나면 보기 좋을 거 같고.. 그렇습니다
못입을 정도는 아니지만 핏이 약간 아쉽습니다"
RxMYb6UY,,24.01.20,연회색,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,156cm,53kg,상의 55,"연회색이 흔한 회색이 아니라 색이 살짝 오묘(?한데 너무 예뻐요!! 품이 커서 안에 도톰에게 입고 걸치기 좋은 거 같아요! 은근 따뜻해서 날씨 풀린 겨울에도 이거만 걸치고 나갈 때도 있어요
그리고 시보리가 짱짱해서 너무 좋아요 퀄리티 진짜 좋아요 소재도 보드랍고 자주 손이 가는 집업이에요"
nfMIwYMw,상위 15%,23.11.10,아이보리,메란,생각보다 커요,아주 만족해요,화면과 비슷해요,167cm,48kg,상의 55,"아이보리! 완전 깨끗한 화이트에요. 받고 놀랬지만.. 여쿨인 수용 가능!! 묻을까봐 마음 졸이는 건 포기ㅋ 편하게 청바지랑 입고 다닙니당 좋아여~
따숩고 아방아방 귀여워요ㅎㅎ"
aZ7ewZn1,,22.11.10,메란,검정,생각보다 커요,아주 만족해요,화면과 비슷해요,,,,"데일리 기본템으로 입으려고 2개 구입했어요 ! 
배송도 빠르고 받아보니 안에 기모도 만족합니다 !!
시보리도 잘 잡아줘요
다만 검정색은 먼지? 가 많이 붙어있어서 세탁 후 입으세여"
