아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
zWD8djju,상위 10%,24.09.29,블루그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,47kg,상의 55,"만족스러워요!!

살짝 시원한 소재인데 스트라이프 패턴도 예쁘고 카라부분 박음질도 잘 되어있어요
소매에 커프스 디테일도 마음에 들어요
제 체형에 딱 적당히 오버한 스탠다드핏으로 잘 맞았어요
추천합니다!!"
chas******,상위 15%,24.09.19,베이비핑크,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,160cm,43kg,상의 44,"진짜 캐.많이 입엇어요 분홍색 색감이 너무 맘에 들어요 여름엔 실내에서 걸치기 좋고 가을까지도 잘 입을 것 같아요 반바지 슬랙스 청바지 다 어울려서 ㄹㅇ 휘뚤마뚤템,, 추리닝도 어울릴 것 같아요 회색에 딱 어울리는 연한 색감.. ♡ 너무 잘 입고 다닙니당 짱~~"
션셔니,상위 5%,24.09.07,베이비핑크,FREE,정사이즈예요,보통이에요,화면과 비슷해요,168cm,53kg,상의 55,"후들후들 ㅎㅎㅎ 지금 날씨에 입기 딱 좋아여 ㅎㅎㅎ 
근데 생각보다 좀 많이 얇은거 같아요 안에 검정속옷입으면 좀 비치더하구요! 
그래도 디자인이나 핏이 너무 이뻐서 잘 입구 다닐꺼같아요"
옷장무너지기3초전,,24.08.22,스카이블루,FREE,정사이즈예요,보통이에요,화면과 비슷해요,164cm,53kg,상의 55,"길이는 165기준 엉덩이 쯤까지인거 같고 다 덮지는 않아요~ 품이 넓다고 해야하나? 품은 넉넉하구요! 이거 빳빳하고 구김에 강한데 시원한 소재라서 맘에
들어요~ 잠구고 입어보진 않았는데 세탁하고 잠그고 입어도 이쁘면 흰색도 사려구요

*세탁했는데도 왕멀쩡하고 안다려도 돼요!!!다 잠그고 입고 팔 걷어서 연출했을 때 사람들이 이쁘다고 물어봤어용!"
하지,상위 5%,24.08.19,(썸머)소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,57kg,상의 66,"요즘 햇빛이 너무 쎄서 살안타템으로 구매했어요
일단 가격이 저렴하니 퀄리티 기대를 별로 안했는데 퀄리티 상당히 괜찮아요!! 
특히 카라 부분이 저렴해보이지 않아요 너무 흐물텅거리지 않고 박음질이 되어있어서 모양 잘 잡혀요
키가 작아서 길이가 긴 오버핏 입으면 너무 짧아보이는데, 이 옷은 엉덩이 윗선 정도까지? 오고 가로로는 통이 넓어서 예쁜 오버핏이에요 

면이 너무 얇진 않아서 솔직히 지금 입기엔 더운데 오히려 너무 얇은것보단 입을 수 있는 기간이 더 많을거같아서 괜찮아요
세탁해도 구김 별로 없고 평소에나 여행에서나 다 잘 어울려요~~ 특히 청량한 느낌 내고싶을 때 최고!!"
재유헹,,24.08.07,소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,173cm,63kg,상의 55,"재질 개굳..구매할 때 너무 아빠셔츠같을까봐 걱정했는데 진심 단추 푼 핏이 이뻐서 그 느낌이 상쇄됨 이거지연;; 근데 솔직히 디쟌때문에 안 날수가 없음 그거 감안해야되기는 무슨 걍 무시하고도 이쁨 깃 모양이 다햇다

사이즈는 솔직히 완전 정핏,, 약간 어깨선 넘을랑 말랑 함 
어깨 넒으면 이거 참고해서 구매하세용

그리고 남방느낌으로 입는 게,,최고임 정핏도 ㄱㅊ은 편
흰색 바지랑 입으면 고트함 셔츠 맨날 여기서 사야지 번성하세요,,"
IbEdRiLk,상위 15%,24.08.03,스카이블루,FREE,생각보다 커요,아주 만족해요,화면보다 어두워요,161cm,54kg,상의 55,"베이비핑크에 올튐이 있어서 통한의 시간을 지낸 후... 넘나 잘 입어졌기 때문에 스카이블루 주문! 이번엔 실밥도 거의 정리할 거 없이 깔끔하게 왔고 현재까지 올튄것도 발견된 바 없습니다.
다만 색상이 생각한 것보다 쨍한 블루 스트라이프라 핑크보다 오히려 덜 무난한 느낌...? 웜톤인 저에게는 조금 어려운 색상이라 그냥 새 화이트팬츠(?) 샀어요ㅋㅋ
원단컷보다 실제로는 좀더 쨍하게 보여요 ㅇㅇ"
IbEdRiLk,상위 15%,24.08.03,베이비핑크,FREE,생각보다 커요,별로예요,화면과 비슷해요,161cm,54kg,상의 55,입으려고 보니까 실밥이 실밥이... 정리하느라 살짝 짜증났었는데 정리다하고 보니 가슴팍에 올이 하나가 튀었지 뭐에요...? 원단 직조 과정에서 그랬었나본데 잘라 낼수도 없고... 직진으로 산거라 반품교환 너무 번거로워서 못본셈 치기로 했는데 옷이 마음에 들었어서 2배로 빡치는..ㅠㅠ 근데 이뻐서 결국 스카이블루도 샀어요.
dnso****,상위 25%,24.07.25,베이비핑크,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,152cm,50kg,상의 55,"핑크색인데 스트라이프로 되어있어 많이 부담스럽지 않고 예쁘네요! 원단도 살에 닿았을때 시원해서, 긴팔이어도 여름에 입어도 괜찮을것 같아요! 단추 박음질이나 실밥 마무리도 깔끔해서 만족합니다🍓🍰"
wMrssryD,,24.04.18,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,56kg,상의 55,"배송은 좀 걸렸지만 너무 예뻐요
완전 화사한 핑크 ! 소재도 뭔가 찰랑거리는데 단단한? 그런느낌이에요 오자마자 찍은거라 구김이 있는데 심하진 않아요 냄새도 안나고 살짝 다려 입으면 너무 예쁠 것 같아요~~사이즈도 오버핏보다는 정사이즈? 팔부분도 딱 맞아요 길게 손등을 덮는 느낌은 아니에요
봄에 벚꽃보러갈때 입으면 찰떡일듯 !"
NDcvMeVP,,24.11.09,블루그레이,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,159cm,47kg,상의 44,"핑크 샀다가 너무 이뻐서 블루 그레이까지 산,, 애플 매장에 갔다가 셔츠 너무 이쁘다구 직원분께서 정보 얻어가셨어요!! 너무 이뻐요 색감두 제가 원한 색감이구, 이쁜 오버핏입니다!"
Ci0Rkcl1,상위 30%,24.11.06,베이비핑크,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,162cm,59kg,상의 55,"아우터로 입기 좋아요
엄청 편하고 재질이 탄탄해요
색은 생각보다 밝았어요
다른 색 구매하고싶을만큼 만족합니다
특히 여쿨한테 추천하고싶어요"
yoh2***,상위 5%,24.06.23,(썸머)소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,55kg,상의 55,"첨에 받아보고 아 별론가? 싶었는데 입어보니 진짜 이쀼네요.. 여행가서 나시탑 입구 위에 걸쳤더니 많이 덥지도 않고 시원하게 입었어요!! 배송도 칼 배송이라 여행 일정에 맞게 입을슈 있었네요ㅎ
가격이 좀 나가는거 같아도 이유가 있네요💙 최고!!"
uFz8deyb,,24.08.26,블루그레이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,164cm,54kg,상의 44,"옷 마감이나 질은 좋아요 그런데 안에
 이런식으로 오염이 있네요.. 첫번째 사진은 안쪽이고 두번째 사진은 바깥쪽에서 찍은 사진 입니다..
 이미 구매확정 눌러버려서 교환도 못 하고..
다음에 구매할 때는 검수 잘 해주셨으면 좋겠습니다"
83eF9BTP,,24.07.17,(썸머)소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,57kg,상의 66,"우선 직진배송 대박입니다..👍👍ㅎㅎ 
아침에 주문했는데 밤에 오는 클라스 쿠팡보다 더 빨라요..
휴가때 시원하게 입으려고 주문했는데, 비침 적당하고 구김 잘 안가서 좋아요. 세탁 한 후 모습이에요."
XEDwnDLA,,24.07.15,(반팔)베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,60kg,상의 66,색이 진짜 예뻐요! 어깨 넓은 체격인데 반팔부분 살짝 접으니까 여리여리해 보여서 그게 제일 맘에 듭니다...! 재질도 혹시나 잠옷같지는 않을까 엄청 고민했는데 실물이 훨예쁘네유 ㅎㅎ 바스락거리고 약간 광택나서 깔끔하게 입기 좋아요! 주름도 잘 안지는 재질이라 굿입니다.
미로미,상위 20%,24.07.14,(반팔)소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,53kg,상의 55,"역시 스트라이프 셔츠는 최고에요.. 포멀하면서 여리한게 출근룩으로 딱입니다! 약간 따뜻한 하늘색인데 우유탄듯한 색감이라 퍼컬 봄여름 나오시는 분들 진짜 찰떡일거같아요. 저는 갈웜에 요새 좀 타기도 해서 약간 톤그로같긴 하지만 핏이 이뻐서 무시하고 맨날 입슴다 😄 소매 롤업하면 팔뚝 소멸이에여 롤업 안해도 소매 넓어서 여리여리해보입니다!! 요즘 넘 더워서 단독으로 입고다니는데 조금만 시원해지면 반팔에 레이어드해도 넘 이쁠거같아요,,👍🏻 기장도 딱 마음에 들어요!"
zVWMKu2E,,24.07.14,(반팔)소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,166cm,62kg,상의 66,"소라색상이 생각했던 것처럼 여리여리한 색이라 여름이랑 너무 잘 어울리는 색이에요!
나시 위에 걸쳐입으려고 샀는데 딱 만족스런 핏입니다!
다른 색상이나 긴팔도 가을 되면 사고 싶을 정도!!!
마감은 살짝 아쉽지만 실밥은 자르면 되니까 괜춘할듯요"
qdIgAgOy,,24.07.13,(반팔)스카이블루,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,60kg,상의 66,색감이 보이는 그대로 미ㅣ치게 이뻐요! 여름 청량함이 이 셔츠로 더욱 돋보여요! 급한일있어서 뛰느라고 땀 났는데 젖지도 않고 금방 시원해져서 너무 좋아요!! 다만 부분부분 마감이 아쉬운 곳이 있지만 이거는 제가 잘 처리할게요
kby6******,,24.07.12,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,53kg,상의 44,진짜 대대대만족템입니다!! 후기에 하도 재질 이야기가 많아서 도대체 어떻길래 다들 좋다하는가!!궁금했는데 진짜 재질 미쳤습니다.. 힘없이 축 처지는 것도 아니면서 보들보들하기까지 하니까 안예뻐할 수가 없네요. 길이도 너무 길지 않고 딱 떨어져서 너무 마음에 들었습니다. 다른 셔츠는 다 남의 거 뺐어입은 듯한 핏이었는데 이건 딱 맞아서 좋아요!! 색도 적당한 간격의 줄무늬라 너무 튀지도 않아서 좋아요!
hc0xCenP,상위 10%,24.07.09,스카이블루,FREE,정사이즈예요,보통이에요,화면과 비슷해요,160cm,47kg,상의 55,"이렇게 보니 여기저기 휘뚜루마뚜루 잘 입었네요 
한여름에는 더울 것 같지만 봄~초여름엔 너무나 잘 입었어요
살짝 오버핏이라 아우터로 입기에 좋아요 살짝 반질반질한 재질이라 세탁 후 구김도 거의 없어서 진짜 손이 많이 갑니다 
퀄리티도 나쁘지 않고 색도 사진 그대로입니다 
저는 너무 잘 입어서 다른 색도 구매해볼 생각입니다"
Q3BzJo5V,,24.06.24,베이비핑크,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,158cm,51kg,상의 55,"색감은 사진보다 진해요. 넉넉한 사이즈이고 밑단이 동글지 않고 일자라 단추 풀고 걸쳐입으니까 예뻐요!
링클프리 재질이 한여름 실외에서 입기엔 약간 답답할 것 같은데, 에어컨 튼 실내에서 입으면 딱 좋을 것 같아요 ㅎㅎ 봄여름가을 잘 입을게요~~❣️"
LF5Ma36a,,24.06.11,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,63kg,상의 55,"원래 파란색계열 하나 샀었는데 재질도 너무 좋고 핏도 이뻐서 추가 구매 했어요!
여름에도 입을 수 있을 시원한 재질이고 링클프리인것도 너무 좋아요.
그리고 특히 어깨선 축 늘어진거 정말 안어울려서 어깨선을 항상 보고 셔츠를 사는데 이 셔츠가 딱 어깨선이 안내려간 디자인이라 좋아요. 어깨 넓어서 어깨선 딱 맞는 옷만 입으시는 분들에게 매우 추천합니다👍"
연두색메로나,상위 25%,24.06.05,(반팔)베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,52kg,상의 55,"색깔은 제가 찍은 사진보다 니썸에서 올린 사진이나 다른 뷴들이 올린 리뷰 사진에서 참고 하시면 될것 같아요. 아주 예쁘고 연한 딸기핑크색입니다.
사진에서 보시듯 품이 아주 넉넉하구요, 길이가 있는 편입니다. 넣어서 입어도 예뻐요
카라 높이가 있고 넓은편이라 목 짧은 분들은 좀 신경 쓰이실 것 같구요
소재감이 시원하고 구김안가는 재질이라 출근할때 휘뚜루마뚜루 입을 수 있을 것 같아 아주아주 만족스럽습니다
니썸 자체제작 만족스럽네요 ㅎㅎ 지금 다른 색 살까 고민중입니다!"
김소,상위 25%,24.05.28,베이비핑크,FREE,생각보다 커요,보통이에요,화면과 비슷해요,164cm,53kg,상의 55,"색이 정말 이쁘게 빠졌네요
시원한 바스락 거리는 소재이고
세탁은 아직 안해봣지만 
툭툭 털어서 널면 구김 많이 인길꺼같아서 
구매확정입니다 
카라도 박음질 되어있써서 저렴하게 안보여요"
겨울아오지마,상위 15%,24.05.25,(반팔)베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,171cm,57kg,상의 55,"뽀얀 핑크색이고, 소재가 좋아요.
카라가 딱 중심 잡아줘서 깔끔하게 입기좋아요.
여러색깔 슬렉스나, 진에 입어봤는데
아이보리슬렉스,아이보리진에 입는게 젤 예쁘네요.
어떤분 댓글에서 자칫보면 잠옷 느낌 난다고했는데, 
그느낌..알 것 같았어요.ㅎㅎ
근데 색이 너무 예쁘고 재질이 좋아서 잘 입을것 같아요.
만족합니다."
l3MjvDDr,상위 10%,24.05.24,(반팔)베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,48kg,상의 55,니썸에서는 첫 구매에요 후기가 많고 좋은 후기가 많았지만 그래도 처음 구매하는곳이라 망설이다 샀는데 ... 고민을 왜 했을까요 색감도 핏도 박음질 되어있는 부분들도 하나하나 다 마음에 들어요! 길이도 핏도 딱 적당해서 바지안으로 넣어입기도 빼서 입기도 좋습니다!! 같이 산 화이트 팬츠에 입으니 넘 예뻐요...
yuu_****,상위 25%,24.05.09,소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,60kg,상의 55,매끈한 소재에 불편하지 않은 핏이라 딱 좋아요 넣어서 입어도 안에 이너 입고 아우터로 입어도 나쁘지 않아서 잘 입고 다닐 수 있을 것 같아요. 날씨가 많이 더워지면 반팔 버전도 사고싶을 것 같아요!
SCGdglpd,상위 20%,24.03.29,베이비핑크,FREE,정사이즈예요,보통이에요,화면과 비슷해요,162cm,52kg,상의 44,"재질 얇고 시원하고 주름지지않고 이뻐요
색깔이뻐서 구매했는데 생각보다 기장이 길다던지
폼이크다던지 그렇진않고 그냥 무난한 핏이에용
저는 나시입고 걸치고 다니려고 구매했는데 나쁘진 않은것같음 아무쪼록 남친이 이쁘다하고 색깔이 만족스러워요"
0mANx4CS,상위 5%,24.11.26,베이비핑크,FREE,작아요,보통이에요,화면보다 밝아요,163cm,72kg,상의 55,"색이화면보다밝아욯 근데 무스탕이나 스웨이드 자켓 안에 입으면 힙하고 좋음 사실 그러려고 산거라서 막 길이랑 컬러에 크게 신경 안썼는데 단독으로 입기엔 좀??? 길이가 길어야할듯.. 이건 길이가 짧다기보단 그냥 애매함!!! 진짜 짧은것도아니고 긴것도 아니고! 그래서 넣입해야 예쁘밍 그치만 퀄리티가 좋아요, 퀄리티..퀄리티가 조하.. 오래입을거같아요 그리고 보드라워~🫧 모쪼록 다들 조은 소비하세요!"
H4ZLgV6A,,24.11.25,블루그레이,FREE,생각보다 커요,보통이에요,화면과 비슷해요,156cm,46kg,상의 55,"단독으로 입어도 예쁘고 어떤 가디건에나 다 잘 어울려요! 브라운, 레드, 블랙 가디건 할 거 없이 다요 ㅎㅎ 재질도 좋은데 잘 구겨지긴 합니다~ 다려입어야 하고 키작녀한테는 길이가 많이 깁니다요"
fne9GA74,상위 10%,24.10.24,베이비핑크,FREE,생각보다 커요,보통이에요,화면과 비슷해요,164cm,60kg,상의 66,재질은 생각했던 재질이랑 다르긴 한데 오히려 시원한 소재라서 좋은 것 같아요~ 반팔티 입고 단추 안잠그고 입어도 예쁘고 잠그고 바지에 넣어서 입어도 예쁘네요~ 색상은 너무 예쁜 핑크색 입니다. 좋아요
zy9YdX77,상위 15%,24.10.22,소라,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,153cm,44kg,상의 44,"🫶🏻색감,소재,디자인 다 마음에 들어요!
다만 체구가 작아서, 전체적으로 조금 커요!

그래서 입었을때 구석구석 옷이 남는다는?느낌이 들긴하네요. 사진의 옆구리 보시면 옷 남는거 보이시죠!?
근데 그건 제가 작은거지, 옷의 잘못은 아닌듯해요!
빼고 입어도 나름 낭낭한 느낌이 들고, 넣어 입으면 많이 안 빼면 딱 좋아요!

슬랙스랑 청바지 모두 잘어울립니당 맘에들어요~~"
taUzsCRM,상위 30%,24.10.17,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,48kg,상의 44,미쳤네여 여기는 진짜 색상도 미쳣고 질감 재질 착용감 두말할거 없이 완벽하고 디자인 또한 완벽하네여 다른곳보다는 조금 가격이 잇다고 샹각햇는데 받자마자 이건 재값주ㅏ야 한다거 생각해요
54VzLrjs,상위 5%,24.09.04,(썸머)소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,64kg,상의 66,"깃이랑 소매가 빳빳한 게 질이 너무 조으네요!
여름 셔츠가 갖고 싶었는데 아주 잘 산 것 같아요👔
상체가 마르지 않았는데 체형 커버도 잘 되는 것 같아요
말라 보입니다 ,,,"
1shdhuqx,상위 10%,24.08.23,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,159cm,57kg,상의 55,"화면이랑 색상 비슷해요. 바스락 거리는 소재예요. 이우터처럼 걸쳐서 입으면 더 예쁜 것 같아요:) 연청이나 화이트진, 진청에도 어울려요. 가격대비 정말 괜찮네요 ! 마음에 들어요"
L8b9MphH,상위 15%,24.08.16,스카이블루,FREE,생각보다 커요,보통이에요,화면과 비슷해요,160cm,48kg,상의 55,재질이 톡톡해서 여름에 입기에 좋고 꽤 오래 입을 것 같아요 ! 웜톤인 저도 무난하긴 한데 쿨톤이 더 화사하니 예쁠 것 같네요 맘에 들어요
Z5Lvh5sC,,24.07.29,(썸머)소라,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,158cm,56kg,상의 55,"여름에 실내는 춥고 밖은 너무 더워서 구매했어요.
색감도 이쁘고 시원한 재질이라 비올때 입기도 좋았습니다
길이는 엉덩이 가려주고 길이 대비 품이 좀 큰 느낌이에요."
cy13**,,24.07.23,(반팔)소라,FREE,정사이즈예요,보통이에요,화면과 비슷해요,168cm,75kg,상의 77,"생각보다 얇아요.
두껍지 않아 시원하게 잘 입을 수 있을 거같아요.
색깔이 바다색보다 약간 연해요.
재질과 색상 모두 만족해서 핑크랑 주황도 구매할예정이예요."
DZjixokA,,24.03.09,소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,봄이 화사하게 입기 너무 예뻐요!! 봄웜인데 소라색 잘 받습니다ㅎㅎ 바스락하면서 보들보들하고 시원해요! 출근룩으로 강추입니다ㅎㅎ
NDcvMeVP,,24.11.09,베이비핑크,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,159cm,47kg,상의 44,"너무 이뻐요 색감두 제가 원한 색감이구, 이쁜 오버핏입니다! 애플 매장에 갔다가 셔츠 너무 이쁘다구 직원분께서 정보 얻어가셨어요!!"
sxhyxxn,상위 20%,24.10.25,블루그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,49kg,상의 44,레이어드로 입을 셔츠가 필요해서 샀는데 너무너무 질도 좋고 예뻐요 색감도 진짜 미침 😭 셔츠 카라에 박음질 되어있는 셔츠로만 열심히 찾았는데 역시 니썸 ㅠㅠ .. 니썸은 절 늘 배신하지 않네용 ㅎㅎ 셔츠 다른 색으로 재구매 있습니당 ! 🥰
sair*****,상위 5%,24.10.16,블루그레이,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,158cm,55kg,상의 55,"고민하던 색이 품절이라 이걸로 구매했는데 일단 얇아요!! 요즘 같은 가을 날씨에 입기엔 아침, 저녁이 추울 거 같은!!🥲 늦여름 + 가을 낮엔 딱 조아요~
제가 입기엔 풀어 입는 게 더 이뻤어요. 잠그면 덩치가 좀 커 보여서•• 
쿨톤분들 완전 추천입니다 ~"
6XpU7SR6,상위 30%,24.10.01,베이지,FREE,정사이즈예요,보통이에요,화면과 비슷해요,,,,"베이지 구매리뷰가 없어 걱정되었는데 다행히 색감예쁘고 맘에드네요. 핑크빛도 도는데 저는좋아요.
재질이 면은 아닌거 같고 구김도 꽤 가기는 하는데 카라가 빳빳하고 카라는 구김이 없어 좋아요.
니트안에 받쳐 입으니 예쁘네요"
rUVo864b,상위 30%,24.09.21,베이비핑크,FREE,정사이즈예요,보통이에요,화면과 비슷해요,159cm,47kg,상의 55,"장점 : 무난하게 잘 입을 수 있는 디자인, 베이비핑크 색깔 예쁘게 잘 빠짐
단점 : 구김 적당히 가는 면 소재 셔츠가 아니라 살짝 빳빳하면서 비닐같은 느낌? 통풍 잘 안됨
총평: 나쁘지 않고 가성비 좋음!"
A3Zgbz6l,상위 25%,24.09.18,블루그레이,FREE,생각보다 커요,보통이에요,화면과 비슷해요,157cm,44kg,상의 44,"모델 사진과 같고 사진은 색상이 약간 어둡게 나왔어요! 
실제 받아본 후기로는, 재질은 얇고 살짝 바스락(?)느낌이 섞여있어요! 여름에 입거나 받쳐입기 좋구요. 
구김이 자연스럽게 생기는 재질입니다. 
핏은 생각보다 오버핏이에요! 
나머지는 설명과 같으니 구매시 참고하세용"
