아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
ggpjA4ss,,24.04.19,스카이블루,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,우선 진짜 구겨지는 재질이 아니라서 너무 좋습니다 ㅎㅎ 요즘 너무 더운데 딱 입기 적절하고 시원해요 다음엔 초록색으로도 구매하고 싶네용
0CMcrF2D,,24.04.18,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,55kg,상의 66,색상맛집 인정합니다 딱 정직한 베이비핑크색이고 옷감도 부드럽고 시원해요 간절기 바람막이 정도의 바스락거림이고 색이 예뻐서 너무 만족해요
PkXFVuPz,,24.04.18,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,50kg,상의 55,셔츠 퀄리티 넘 조아용!!! 포장도 잘 되어서 왔구 시원한 재질? 이라 여름에도 잘 입어질것같아용 핏도 예쁘구 잠그고 입는거보단 걸쳐입는게 더 예쁜거같아용
ljh9*****,,24.11.27,블루그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,50kg,상의 55,사이즈도 적절하고 색감도 화면이랑 똑같아요 너무 만족스러워요! 소재도 바스락거려서 여름철에도 입기 좋을 것 같습니당
nvUTJD33,,24.11.24,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,50kg,상의 55,사진은 핑크가 약하게나왔지만 실물은 좀더 진한 핑크에요 이쁘고 촤라락떨어지는 핏이어서 여름에 시원하게 입을수있어요
M1RfMP4b,,24.11.20,브라운,FREE,작아요,보통이에요,화면과 비슷해요,168cm,49kg,상의 55,"생각보다 팔이 짧아서 좀 아쉬워요
배송은 빠르고 브라운 가디건이나 브이넥에 코디해서 입으니 괜찮아요 잘 구매한거같아요"
9sS81J8t,,24.11.08,블루그레이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,164cm,58kg,상의 55,"색상은 화면과 똑같구요 마음에 들어요~~ 
색상 때문에 주름이 잘 보여서 다림질은 필수예요
결혼식때 입고 가기도 괜찮은 셔츠예요"
qX1r4Xgd,,24.11.04,(반팔)그린,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,53kg,상의 55,대만족합니다!! 이 사진이 실물보다 좀 어둡게 나왔는데 착샷대로 예쁜 초록색이고 소재도 시원해서 여름내내 너무 잘입었어요☺️
k8VxL91T,,24.10.30,블루그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,56kg,상의 55,"퀄리티도 좋고 색상도 예쁩니다
핏도 약간 오버핏으로 딱좋아요
걸쳐입기도 좋고 단정하게 입기도 좋아서 휘뚤마뚤 잘 입을것 같습니당"
hVqC1stc,,24.10.28,베이비핑크,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,165cm,60kg,상의 66,상세 설명이랑 똑같아요! 세탁하고 다림질 안했는데도 구김 잘 안가서 너무 좋아요 ㅜㅜ 약간 비침이 있는 스타일이에용!
dy06**,상위 20%,24.10.25,블루그레이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,167cm,55kg,상의 55,"니트안에 받쳐입으려고샀습니다
길이는 그렇게 안길고 팔도 안길어서 약간 정사각형 느낌이긴한데 색감이 이뻐서 만족스러워요"
lLIpnZ1e,,24.10.21,베이비핑크,FREE,정사이즈예요,보통이에요,화면과 비슷해요,160cm,43kg,상의 44,집조명이노란색이라서사진에는색감이잘안나오네요 이름은베이비핑크인데실물음약간형관핑크느낌이에요 여르에입으면이쁜색상이에요
GlKW3VjJ,상위 15%,24.10.12,(반팔)스카이블루,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,153cm,56kg,상의 66,"2가지 색상 모두 구입했어요
좋아하면 뭐든 다른 색상으로라도 1개 더 사야 마음이편한 스타일인데 문안하게 오래 입을거같아요!
풀어서 입어두 👍 치마든 바지든 다 잘어울려요
시원한 재질 아주굿입니다"
GlKW3VjJ,상위 15%,24.10.12,(반팔)베이비핑크,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,153cm,56kg,상의 66,"2가지 색상 모두 구입했어요
좋아하면 다른 색상으로라도 1개 더 사야 마음이편한 스타일인데 문안하게 오래 입을거같아요!
풀어서 입어두 👍 치마든 바지든 다 잘어울려요
시원한 재질 아주굿입니다"
er9e5WS1,,24.07.16,(반팔)소라,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,163cm,30kg 이하,,"사진 보고 혹시 작으면 어쩌지 했는데 완전 잘 맞아요 널널해서 좋습니다 
목이 짧아서 그런가 카라가 닿는 느낌이 있어요 조금 신경 쓰이지만 심한 건 아니라 괜찮은 거 같아요 색이랑 옷 느낌이 좋아서 다 잊히는 느낌ㅎㅎ!!! 잘 산 거 같아요 마음에 듭니다! 색 별로 쟁이고 싶어요~!!"
GeunIWXQ,,24.06.16,(썸머)블루,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,56kg,상의 55,"올록볼록한 여름 소재 살안타템으로 좋아요! 근데 엄청 얇지는 않고, 품이 큰거에 비해서는 기장이나 특히 팔이 좀 짧아서 조금씩 더 길었으면 훨씬 좋았을거같아요. 그래도 좋은 소비였습니다💙"
5frdJXci,,24.05.28,(반팔)베이비핑크,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,164cm,56kg,상의 66,색도 이쁘고 사이즈도 넉넉하니 좋아요 여름에 잘 입을 것 같아요 뒷 기장이 엉덩이도 덮고 길이감도 딱 좋은 것 같아요 단품으로 셔츠처럼 입거나 나시입고 위에 걸쳐서 입어도 이쁠것 같아요
5frdJXci,,24.05.28,(반팔)스카이블루,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,164cm,56kg,상의 66,색도 이쁘고 사이즈도 넉넉하니 좋아요 여름에 잘 입을 것 같아요 뒷 기장이 엉덩이도 덮고 길이감도 딱 좋은 것 같아요 단품으로 셔츠처럼 입거나 나시입고 위에 걸쳐서 입어도 이쁠것 같아요
dmst****,,24.05.04,핑크,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,157cm,60kg,상의 66,"연청바지 위에 입으니 밝은 색감의 코디를 할 수 있었어요! 오랜만에 밝은 색감의 옷을 입으니 너무 기부니가 좋네요ㅎㅎ
다양하게 코디할 수 있을 것 같아요 마음에 듭니다!"
qQnivY6E,상위 15%,24.04.29,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면보다 어두워요,162cm,48kg,상의 55,"사실 색감이 제가 생각한 것과 달라서 좀 아쉬웠는데 막상 화장하고 입으니까 화사하고 괜찮네요 !
봄에 딱 어울리는 옷이라고 생각해요!"
rbUkMcon,,24.04.16,베이비핑크,FREE,정사이즈예요,보통이에요,화면과 비슷해요,160cm,55kg,상의 55,일단 색은 진짜 이쁘구뇨!!! 핏도 괜찮아요!! 근데 .. 마감처리를 하나도 안하시는지 진짜 제가 요근래 샀던 옷들중에 실밥이 제일 많이 달려있었어용ㅋㅋㅋㅋ 그래도 다 제거해서 입고다닙니다!
K2tkaiYn,상위 25%,24.04.06,스카이블루,FREE,정사이즈예요,보통이에요,화면과 비슷해요,160cm,60kg,상의 66,"구매했는데
완전한 링클프리는 아님 ㅠ.ㅠ 쭈굴해지는게 있어서 약간 신경써야하는데 색감과 옷 퀄리티가 나쁘지는 않아서 손이 자주갈 것 같아용♡ 아무튼 잘샀움 그런데 옷을 빨면 엄청나게 구김이 있지는 않은데 약간 구김이 생겨성.. 다른색상구매는 고민 좀 하고잇어욥ㅋㅋ 1개정도는 괜찮을 것가틈"
yewo*****,,24.04.06,스카이블루,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,,,,"너무 예뻐요,,, 어떤 스트라이프 색으로 사야할지 고민 엄청 했는데 찐파랑 보다 하늘하늘한 소라색이 잘 어울릴 것 같아서 결정했는데 잘했어요ㅠㅠ 모델 그대로 예요 소라색…"
8O0ujC0v,,24.03.10,블루,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,53kg,상의 55,"셔츠 정말 좋아하는데 이 셔츠 보자마자 사야겠다 싶었어요! 청바지, 하얀색바지, 검정슬랙스 등 코디하기 쉽고 셔츠 위에 가디건 하다 얹으면 너무 예쁠것 같아요. 따뜻해지기만을 기다립니다.♡"
IGGgrbD6,,24.10.15,소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,55kg,상의 55,여태 산 셔츠 중에 제일 맘에 들어요 ㅠㅠ 컬러랑 핏은 말할 것도 없고 무엇보다 구김이 정말 잘 안 가는 재질이에요 다른 색도 사고 시퍼욧...
nY4hiaRb,,24.10.13,베이비핑크,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,160cm,41kg,상의 44,"맨질한 소재이고 색감이 미쳤어요. 예쁜 핑크톤이 얼굴 안색을 밝히는데 진작에 샀으면 더 좋았을텐데 싶었어요. 기장 엉덩이 다 덮고, 품도 많이 커요. 그래도 걸치는 용으로 구입한거라 괜찮아요"
XWJ8a4PK,,24.10.05,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,60kg,상의 55,"핑크 스트라이프가 첨엔 약간..거슬렸는데 시간 지나니 꽤나 괜찮아
요
이거말고 스카이 블루도 샀었는데 스카이블루 진짜 강추합니다 색 이 너무 예뻐요"
XWJ8a4PK,,24.10.05,스카이블루,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,60kg,상의 55,"핑크 스트라이프가 첨엔 약간..거슬렸는데 시간 지나니 꽤나 괜찮아
요
이거말고 스카이 블루도 샀었는데 스카이블루 진짜 강추합니다 색 이 너무 예뻐요"
XWJ8a4PK,,24.10.05,(반팔)스카이블루,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,60kg,상의 55,"핑크 스트라이프가 첨엔 약간..거슬렸는데 시간 지나니 꽤나 괜찮아요
이거말고 스카이 블루도 샀었는데 스카이블루 진짜 강추합니다 색이 너무 예뻐요"
np6yovLv,,24.10.04,블루그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,49kg,상의 55,"옥스퍼드셔츠 느낌은 아니고, 실키한 소재라고 해야 하나..? 빳빳한 느낌이 아니라 얇습니다!
근데 전 이런 소재도 좋은 것 같아요
실물 색상 진짜 예쁩니다
차콜, 베이지, 진네이비, 검정 슬랙스 모두 잘 어울려요"
syr7******,,24.10.04,블루그레이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,,,,"소재는 찰랑이는 소재를 찾았는데 약간 바스락거리는 소재입니다. 키158 몸무게53
단독으로는 소매 걷고 단추 풀렀을 때가 가장 이쁘고요 얇은 소재라 지금보다 추워지면
단독 착용은 추워요. 니트안에 입을때 목카라가 정중앙에 오지 않아서 자리를 잘 잡아줘야하는데 그 부분 때문에 별하나 뺏어요."
XWJ8a4PK,,24.10.05,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,60kg,상의 55,"핑크 스트라이프가 첨엔 약간..거슬렸는데 시간 지나니 꽤나 괜찮아
요
이거말고 스카이 블루도 샀었는데 스카이블루 진짜 강추합니다 색 이 너무 예뻐요"
XWJ8a4PK,,24.10.05,스카이블루,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,60kg,상의 55,"핑크 스트라이프가 첨엔 약간..거슬렸는데 시간 지나니 꽤나 괜찮아
요
이거말고 스카이 블루도 샀었는데 스카이블루 진짜 강추합니다 색 이 너무 예뻐요"
XWJ8a4PK,,24.10.05,(반팔)스카이블루,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,60kg,상의 55,"핑크 스트라이프가 첨엔 약간..거슬렸는데 시간 지나니 꽤나 괜찮아요
이거말고 스카이 블루도 샀었는데 스카이블루 진짜 강추합니다 색이 너무 예뻐요"
np6yovLv,,24.10.04,블루그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,49kg,상의 55,"옥스퍼드셔츠 느낌은 아니고, 실키한 소재라고 해야 하나..? 빳빳한 느낌이 아니라 얇습니다!
근데 전 이런 소재도 좋은 것 같아요
실물 색상 진짜 예쁩니다
차콜, 베이지, 진네이비, 검정 슬랙스 모두 잘 어울려요"
syr7******,,24.10.04,블루그레이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,,,,"소재는 찰랑이는 소재를 찾았는데 약간 바스락거리는 소재입니다. 키158 몸무게53
단독으로는 소매 걷고 단추 풀렀을 때가 가장 이쁘고요 얇은 소재라 지금보다 추워지면
단독 착용은 추워요. 니트안에 입을때 목카라가 정중앙에 오지 않아서 자리를 잘 잡아줘야하는데 그 부분 때문에 별하나 뺏어요."
HWmtt4Ex,,24.09.10,베이비핑크,FREE,정사이즈예요,보통이에요,화면과 비슷해요,167cm,69kg,상의 77,바스락 거리는 소재에요! 한여름에는 더울거 같고 여름에서 가을 넘어가는 환절기에 적합한 재질인거 같아요! 핑크색 셔츠가 없어서 샀는데 생각보다 아무데나 잘 어울릴거 같아서 맘에 드네요 ㅎㅎ
PAXY0yEw,상위 30%,24.09.05,블루그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,64kg,상의 55,"셔츠 완전 맘에 듭니다 ㅠㅠㅠ
재질도 바스락바스락거리구 색감 미챴어요 
다들 파란색 셔츠 사고싳으면 사세뇽 
여름에 꼭 하나 있어야될 셔츠 ~"
kNxpAXkg,상위 25%,24.09.04,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,46kg,상의 44,"정말 만족해요
색감도 이쁘고 무엇보다 구김이 안가서 좋아요
셔츠는 구김 많이 가몀 한번 입고 다리기 긔찮아서 덜 입게 되는데
이건 손이 많이 가여"
aOXT6h82,,24.09.01,(반팔)소라,FREE,정사이즈예요,보통이에요,화면과 비슷해요,170cm,64kg,상의 55,"너무 늦게 확인했는데... 반팔 부분에 스크래치같이 줄이 ... 
품질에 아쉬운 부분이 있었어요... 한번도 입지 않은걸 강조하려고 택도 같이찍어요.."
433f1kXw,상위 20%,24.08.28,스카이블루,FREE,정사이즈예요,보통이에요,화면과 비슷해요,166cm,52kg,상의 55,"구김적고 시원한 소재라 좋아용 
길이가 5센치만 더 길었다면 좋았겠지만 나쁘진 않아용
입다가 맘에들어서 핑크도 하나 더 주문했습니당 ㅎㅎㅎ"
q5HXT5eg,,24.08.28,(반팔)스카이블루,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,54kg,상의 55,진짜 시원해요!! 여름에 잘입었어요. 개인적으로 단독보다는 반팔위 겉옷이나 나시위에 입으면 예쁜 것 같아요. 널널하고 편안하고 구김안가는소재입니다.
g6pY6t2b,,24.08.28,(반팔)스카이블루,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,55kg,상의 55,사진이 좀 어둡게 나왔는데 여름쿨에게 잘어울리는 톤이고 사실 톤 상관없이 다 잘 어울릴 것 같은 시원한 하늘색이에요! 입고 여행도 다녀왔고 아주 잘 입고 있어요!!
dmst******,상위 25%,24.08.18,(반팔)베이비핑크,FREE,정사이즈예요,보통이에요,화면과 비슷해요,165cm,57kg,상의 55,무난해요! 재질도 여름에 입기 딱인 것 같아요. 다만 바지도 답답한 걸 입으면 괜히 더 답답해보이는 느낌이 있는 것 같아요. 버뮤다 같은 걸 입는 게 괜찮을 듯!
GYCKckJO,,24.08.12,(썸머)블루,FREE,생각보다 커요,별로예요,화면과 비슷해요,162cm,55kg,상의 66,생각보다 너무 타올.. 재질이에요. 조금 까슬거릴 수 있고 생각보다 더울 수 있을 것 같아요. 색깔도 조금 탁한 소라색이니 고려하셔서 구입하시면 될 것 같아요
PxCMpqCa,상위 20%,24.08.11,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,47kg,상의 44,소라 색으로 전에 주문해서 잘 입고 다니던 걸 동생이 보고 좋다고 해서 주문해줬습니다 구김 없고 시원해서 좋아요 정말 마음에 들어요~~
6dcZDB8q,,24.08.08,핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,54kg,상의 55,"1. 구김이 잘 안 가서 막 입을 수있고
2. 더워보이지 않고
3. 실제로도 생각보다 통풍 잘 되고
4. 엉덩이 살짝 가리는 길이감 
5. 소매 고정 잘 되서 편함"
mMmFCuii,,24.08.07,(반팔)베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,58kg,상의 66,색이 너무 이쁩니다!!! 너무 진하지도 연하지도 않아서 너무 마음에 들어요 모델분처럼 흰바지랑 너무 잘 어울려요 시원하고 러블리하게 잘 입고다닐꺼같아요
seZ3GxMW,상위 15%,24.08.07,(썸머)소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,60kg,상의 66,유트브와 여러매체에서 니썸 셔츠 추천해서 구매해보았는데요~ 정말 만족스러워요~~ 재질 소재 모두 넘 시원하고 좋아요!!추천합니다~
셀둥2,상위 30%,24.08.01,(반팔)소라,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,158cm,47kg,상의 44,스트라이프 셔츠 찾다가 리뷰 조아서 샀는데 생각보다는 약간 남친룩 처럼 큰데 재질이 좋아서 넘넘 맘에 들어요 ㅋㅋ 남은 여름 교복처럼 입을꺼같아요 😀
8SokjXC1,,24.08.01,(반팔)베이비핑크,FREE,생각보다 커요,보통이에요,화면보다 어두워요,165cm,50kg,상의 44,상품 설명 페이지보다 좀 더 웜한 색이에요 리뷰에서 쿨하고 뽀용한 느낌이 좋아서 산 건데 아쉬워요 ㅠㅠ 그래도 여름에 입기는 좋을 것 같습니당
KR0J9C2U,상위 5%,24.07.26,(썸머)소라,FREE,정사이즈예요,보통이에요,화면과 비슷해요,165cm,51kg,상의 55,여름 셔츠인데 생각보다 많이 얇지 않아요 진짜 더울땐 면이 쾌적하다길래 샀는데 그냥 긴팔은 더워요 근데 소라색에 ㅅ.트라이프라 청량해보이고 에어컨에는 굉장히 좋아요 상안타템으로도 괜찮을 거 같아요
2BujQX42,,24.07.25,(반팔)베이비핑크,FREE,생각보다 커요,보통이에요,화면과 비슷해요,162cm,60kg,상의 55,색깔은 이쁜 핑크 맞는데 옷핏이 뭔가 겉옷으로 입었을땐 입을것 같은데 단추 출고 자켓처럼 잠그고 입으면 안이뻐요 뭔가 핏이 벙벙해보여서 더 잠옷처럼 보이는... 카라가 너무 빳빳해서 그런가... 아무튼 긴팔이 더이쁠듯..
AFpyA0iv,,24.07.24,(반팔)베이비핑크,FREE,정사이즈예요,보통이에요,화면과 비슷해요,164cm,47kg,상의 44,색상은 사진보다 훨씬 뽀용한 핑크색상입니다. 링클프리라 주름은 생각보다 안생겨요. 마감도 나쁘지 않습니다. 다만 생각보다 품이 커요.
zfAOFjaY,,24.07.20,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,56kg,상의 55,급하게 필요해서 시켰는데 지방이라도 다음 날 바로 배송 와서 좋았어요 ~ ㅎㅎ 다른 분 후기대로 바람은 잘 안 통하는데 소재 자체가 시원한 원단이라서 더워도 나름 입을만해요
CHRrFOO1,,24.07.16,(썸머)소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,74kg,상의 66,"실물은 색상, 디테일 이미지와 같아요. 살집이 있어서 너무 과하게 크지않았음 했는데 적당히 여유롭게 엉덩이 살짝 덮는 길이로 대만족. 민소매, 나시 입고 입으면 이쁘겠어요."
g9XlTVmb,,24.07.11,(반팔)소라,FREE,작아요,아주 만족해요,화면과 비슷해요,163cm,66kg,상의 66,배송도 빠르고 옷은 이쁩니다. 상비라서 어깨쪽이 살짝 작은 느낌인데 살빼고 입으면 이쁠거같아요. 옷은 시원한 소재에 스트라이프도 무늬도 잔잔하고 이쁩니다
8Em1k5kQ,,24.07.07,(썸머)소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,52kg,상의 66,"썸머버전이라 살짝 얇아서 보금 비쳐요!
근데 아주 이쁘고 품도 낭낭해서 3일 내내 잘 입구다녔음ㅎㅎ 썸머핑크 풀리면 사려구요><
완전대만족!"
xP9b5qmE,,24.07.05,베이비핑크,FREE,정사이즈예요,보통이에요,화면과 비슷해요,159cm,53kg,상의 55,"색깔이 너무 예뻐요~ 여름에도 실내에서 입기 좋을 것 같아요 구김도 잘 안가서 편하게 입을 수 있어요 ~
간절기엔 많이 입고 다녔어요 ~~"
bX56bCEN,,24.07.05,(반팔)그린,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,76kg,상의 77,"생각보다 넉넉하면서도 핏감이 미쳤습니다. 
팔이 굵은편인데도 넉넉해서 입었을때 오히려 날씬해보이구요. 소개와 패턴, 색감이 고급스러워서 가격이 정말 합리적이라 생각해요"
각각각곡곡각각,상위 5%,24.07.04,(썸머)블루,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,55kg,상의 66,여름용인데 생각보다 두툼한가?싶었는데 하늘하늘하고 시원한 재질이라 유용하게 입을거같아요! 색 완전 여름 그잡채ㅠ넘나 예쁩니다요 길이도 길어서 나시 하나 입고 걸쳐주기 좋아용
wlaOVOIc,,24.07.03,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,51kg,상의 55,"여행에서 아주 잘 입었어요 🩷
웜톤인데도 그닥 거리감이 없는 컬러라
포인트 주기에 아주 좋고! 요즘 같이 더운 날에도 실내에서 걸쳐줄 수 있어서 아주 요긴하답니당"
sadm******,,24.06.30,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,54kg,상의 55,완젼 이뻐요!!!모델컷이랑 색감 똑같습니다 이쁜 핑크색이고 재질도 빳빳한..?주름안지는 재질이라 좋아요ㅎㅎ한여름에 입기에는 좀 더울거같아요~~그래도 완전 만족합니다!
QpBdu6Ao,,24.06.30,(썸머)소라,FREE,생각보다 커요,보통이에요,화면과 비슷해요,163cm,51kg,상의 55,"예상대로 주름 걱정 없이 입겠다 싶은 재질이었어요.
다만 이렇게 하자가 있어서 아쉬워요 교환하기는 귀찮아서 그냥 입을게요 패턴과 소재덕분에? 티가 많이 나지 않아서 괜찮겠죠 ㅎㅎ"
SOJHGZuS,,24.06.30,베이비핑크,FREE,생각보다 커요,보통이에요,화면과 비슷해요,161cm,53kg,상의 55,"색도 너무 예쁘고 길이나 품도 좋아요~
면재질은 아니고 아빠 셔츠 느낌늬 재질? ㅎ
여름엔 좀 더울 수도 있겠지만 봄여름에 입기 좋은 색상이에요~"
SOJHGZuS,,24.06.30,(썸머)소라,FREE,정사이즈예요,보통이에요,화면과 비슷해요,161cm,53kg,상의 55,"시원해보이는 소재+ 색상이라 마음에 들어요
아직 입고 나가본적은 없는데 길이도 마음에 듭니다 ㅎ
사무실 에어컨바람 피하러고 산거라 딱 맞을 거 같아요"
uBf2sPuA,,24.06.28,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"와 셔츠 너무 이뻐요 구김도 안가는 소재이고
길이감도 너무 좋아요. 적당해서 바지에 넣어입기도 좋고
빼입어도 딱 좋습니다.
다른 색으로 더 구매하려고 합니다٩(ˊᗜˋ)و"
gLsEO2CL,,24.06.27,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,통풍이 잘 되는 재질은 아니라 한여름에는 조금 더울수도 있지만 주름이 안가는 방수재질이라 물기가 묻어도 툭툭 털어내면 되서 편합니다!
D7KiBKui,,24.06.27,(반팔)그린,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,166cm,63kg,상의 66,질 좋고 사이즈 좋고 핏 좋아요 근데 생각보다 초록색이 형광끼가 짙어서 피부 하얀 사람이 입어야 더 이쁠 것 같아여 차분한 다른 색도 나오면 무조건 살 것 같아여
PxCMpqCa,상위 20%,24.06.27,소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,47kg,상의 44,"시원하고요 주름 안 지는 재질이라 좋아요 엄마도 좋다고 함 엄마한테 칭찬 듣기 쉽지 않은데
무늬도 시원하게 무난하고요 실내에서 에어컨 때문에 춥지 않게 잘 입고 있어요"
nzDtRptE,,24.06.25,스카이블루,FREE,생각보다 커요,아주 만족해요,화면보다 밝아요,162cm,55kg,상의 55,"박시하게입는거 좋아하시는분들에게 추천합니다!!! 데님바지나 청바지 👖 다 잘 어울려요~ 너무 얇고 비침이있는 난방이 아니라 여름엔 더울 것 같아요 봄,가을에 딱 입니다"
chae*****,,24.06.25,(반팔)그린,FREE,정사이즈예요,별로예요,화면과 비슷해요,161cm,55kg,상의 55,"디자인은 너무 시원해보이도 찰랑찰랑 소재도 시원한 재질이고 구김도 없고 다 괜찮습니다~!
예쁜데 마감이 너무 깔끔하지않아서 그게 제일 아쉽네요ㅠㅠ"
q00iCYqB,,24.06.24,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,56kg,상의 55,"색감,소재,패턴 다 너무 마음에 들어요 ㅠㅠ 
바스락거리는 소재고 품도 너무 크지않은 세미오버핏으로 예쁘게 입으실수 있어요 
초여름과 너무 잘어울리는 셔츠입니당 💖"
ZOzszeBg,,24.06.23,소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,70kg,상의 66,"재질이 좋아요 보풀 안날 재질이고
두께도 여름에 입기에 좋아요
제가 몸집이 있어서 오버핏은 안나오지만
가볍게 걸쳐입기엔 좋습니다 이쁘게 입을게욤"
qsDWNHq8,,24.06.22,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,53kg,상의 55,"적당한 오버사이즈라서 좋았어요! 화이트 팬츠에 코디하는게 더 예쁠것같아성 구매하러 갑니당!
주름도 안지고 세탁도 편할것같아 대만족이에욤"
qP7cDLYF,,24.06.21,(반팔)그린,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,166cm,53kg,상의 55,"부들부들하면서 시원해요 소재가 좋아요~
여기저기 매치하기 좋을 것 같습니다!!! 
그리고 색깔이 쨍해서 시원해 보여서 마음에 들어요~"
xs1JtW92,상위 25%,24.06.21,(반팔)베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,50kg,상의 44,흰바지에 시원하게 걸치고 싶어서 핑크색으로 구매했는데 퀄리티도 좋고 아주 상큼하네요 품이 좀 크지만 나시 위에 잘 입을 수 있을 거 같아요 예쁩니다!
yeaw****,상위 20%,24.06.20,(반팔)그린,FREE,정사이즈예요,보통이에요,화면과 비슷해요,168cm,53kg,상의 66,"색상 시원해보이고 너무 마음에 듭니다
재질도 탄탄하고 실밥은 살짝 정리해야 하긴 하는데 이정도는 괜찮아요 팔쪽 한두번 접어서 입으면 더 깔끔하네요"
jqSi2tM5,상위 25%,24.06.19,(반팔)그린,FREE,정사이즈예요,보통이에요,화면보다 밝아요,160cm,52kg,상의 55,"처음에 받아보고 읭? 반품할까 하다가
소재가 맘에 들어서 그냥 입으려구요
근데 핏이 애매한게 소매쪽이 모델처럼 접어서 입는게 이쁜데 소매가 짧아서 접으니깐 금방 풀리고 이상해요ㅜ"
UcO5zU1O,상위 25%,24.06.15,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,48kg,상의 55,제 인생에 핑크는 없을 줄 알았는데.. 왠걸 이거 넘 예뻐요..베이비 핑크가 아주 굿이네요 .. 🎀 얇은 후들거리는 재질이라 여름에 살안타템으로도 좋을거같아요
리체,,24.06.15,스카이블루,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,154cm,51kg,상의 66,"간절기 내내 잘 걸친 셔츠입니다
스트라이프도 무난하고 재질도 구김 많이 가지 않아 좋아요
이제 한여름에는 좀 더울까 싶긴 하네요
그래도 봄가을에 너무 좋아요"
